Utility_Number,Utility_Name,State_FIPS,State_Name,Total_Sales_MWh,BA_Code,BA_Number,BA_Long_Name,BA_Short_Name
7490,"Grand River Dam Authority",40000,Oklahoma,2340245,51,59504,"Southwest Power Pool",SWPP
7548,"PUD No 1 of Grays Harbor County",53000,Washington,956101,6,1738,"Bonneville Power Administration - Transmission",BPAT
7554,"Green Mountain Energy Company",17000,Illinois,159612,39,14725,"PJM Interconnection, LLC",PJM
7554,"Green Mountain Energy Company",25000,Massachusetts,14638,24,13434,"ISO New England Inc.",ISNE
7554,"Green Mountain Energy Company",24000,Maryland,73898,39,14725,"PJM Interconnection, LLC",PJM
7554,"Green Mountain Energy Company",34000,New Jersey,18523,39,14725,"PJM Interconnection, LLC",PJM
7554,"Green Mountain Energy Company",36000,New York,426361,34,13501,"New York Independent System Operator",NYIS
7554,"Green Mountain Energy Company",42000,Pennsylvania,724348,39,14725,"PJM Interconnection, LLC",PJM
7554,"Green Mountain Energy Company",48000,Texas,7531338,14,5723,"Electric Reliability Council of Texas",ERCO
7558,"Grayson Rural Electric Coop Corp",21000,Kentucky,255884,39,14725,"PJM Interconnection, LLC",PJM
7559,"Grayson-Collin Elec Coop, Inc",48000,Texas,1049052,14,5723,"Electric Reliability Council of Texas",ERCO
7561,"Greenbelt Electric Coop, Inc",48000,Texas,236814,14,5723,"Electric Reliability Council of Texas",ERCO
7563,"Grand Valley Power",8000,Colorado,244890,41,15466,"Public Service Co. of Colorado",PSCO
7593,"City of Green Cove Springs",12000,Florida,108398,15,14610,"Florida Municipal Power Pool",FMPP
7601,"Green Mountain Power Corp",50000,Vermont,4222263,24,13434,"ISO New England Inc.",ISNE
7625,"City of Greeneville - (TN)",47000,Tennessee,1222118,57,18642,"Tennessee Valley Authority",TVA
7626,"City of Greenfield - (IA)",19000,Iowa,46111,28,56669,"Midcontinent Independent System Operator",MISO
7627,"City of Greenfield - (IN)",18000,Indiana,356394,28,56669,"Midcontinent Independent System Operator",MISO
7634,"City of Greenville - (TX)",48000,Texas,520400,14,5723,"Electric Reliability Council of Texas",ERCO
7639,"Greenville Utilities Comm",37000,North Carolina,1810635,10,3046,"Duke Energy Progress East",CPLE
7646,"Greenwood CPW",45000,South Carolina,312708,12,5416,"Duke Energy Carolinas",DUK
7651,"Greenwood Utilities Comm",28000,Mississippi,281965,28,56669,"Midcontinent Independent System Operator",MISO
7654,"Greer Commission of Public Wks",45000,South Carolina,383881,12,5416,"Duke Energy Carolinas",DUK
7679,"City of Griffin - (GA)",13000,Georgia,398599,48,18195,"Southern Company Services, Inc. - Transmission",SOCO
7716,"Groton Dept of Utilities - (CT)",9000,Connecticut,445281,24,13434,"ISO New England Inc.",ISNE
7720,"Grundy Electric Coop, Inc",19000,Iowa,3438,1,924,"Associated Electric Cooperative, Inc.",AECI
7720,"Grundy Electric Coop, Inc",29000,Missouri,123009,1,924,"Associated Electric Cooperative, Inc.",AECI
7743,"Grundy Center Mun Light & Power",19000,Iowa,26035,28,56669,"Midcontinent Independent System Operator",MISO
7750,"Guthrie County Rural E C A",19000,Iowa,169426,28,56669,"Midcontinent Independent System Operator",MISO
7752,"Guadalupe Valley Elec Coop Inc",48000,Texas,2585075,14,5723,"Electric Reliability Council of Texas",ERCO
7785,"Gulf Coast Electric Coop, Inc",12000,Florida,334455,61,189,"PowerSouth Energy Cooperative",AEC
7787,"Gunnison County Elec Assn.",8000,Colorado,117958,58,28503,"Western Area Power Administration - Rocky Mountain Region",WACM
7801,"Gulf Power Co",12000,Florida,11132383,48,18195,"Southern Company Services, Inc. - Transmission",SOCO
7826,"City of Gunnison - (CO)",8000,Colorado,67077,58,28503,"Western Area Power Administration - Rocky Mountain Region",WACM
7827,"Guntersville Electric Board",1000,Alabama,247268,57,18642,"Tennessee Valley Authority",TVA
7864,"Grundy County Rural Elec Coop",19000,Iowa,62251,28,56669,"Midcontinent Independent System Operator",MISO
7870,"H-D Electric Coop Inc",27000,Minnesota,126,51,59504,"Southwest Power Pool",SWPP
7870,"H-D Electric Coop Inc",46000,South Dakota,102445,51,59504,"Southwest Power Pool",SWPP
7887,"Habersham Electric Membership Corp",13000,Georgia,537558,48,18195,"Southern Company Services, Inc. - Transmission",SOCO
7891,"Guernsey-Muskingum El Coop Inc",39000,Ohio,259904,39,14725,"PJM Interconnection, LLC",PJM
7908,"Hagerstown Light Department",24000,Maryland,323012,39,14725,"PJM Interconnection, LLC",PJM
7969,"City of Halstad - (MN)",27000,Minnesota,8840,28,56669,"Midcontinent Independent System Operator",MISO
7977,"City of Hamilton - (OH)",39000,Ohio,583686,39,14725,"PJM Interconnection, LLC",PJM
7978,"Halifax Electric Member Corp",37000,North Carolina,165417,10,3046,"Duke Energy Progress East",CPLE
7979,"Hamilton County Elec Coop Assn",48000,Texas,246468,14,5723,"Electric Reliability Council of Texas",ERCO
8000,"NineStar Connect",18000,Indiana,294544,28,56669,"Midcontinent Independent System Operator",MISO
8034,"Hancock-Wood Electric Coop Inc",39000,Ohio,353904,39,14725,"PJM Interconnection, LLC",PJM
8055,"City of Hannibal - (MO)",29000,Missouri,255756,28,56669,"Midcontinent Independent System Operator",MISO
8104,"Town of Hardwick",50000,Vermont,33546,24,13434,"ISO New England Inc.",ISNE
8122,"Harlan Municipal Utilities - (IA)",19000,Iowa,56294,28,56669,"Midcontinent Independent System Operator",MISO
8147,"City of Harriman - (TN)",47000,Tennessee,217885,57,18642,"Tennessee Valley Authority",TVA
8179,"Harrison County Rural E M C",18000,Indiana,530997,28,56669,"Midcontinent Independent System Operator",MISO
8198,"City of Harrisonburg - (VA)",51000,Virginia,733757,39,14725,"PJM Interconnection, LLC",PJM
8199,"City of Harrisonville - (MO)",29000,Missouri,98668,51,59504,"Southwest Power Pool",SWPP
8210,"Hart Electric Member Corp",13000,Georgia,597870,48,18195,"Southern Company Services, Inc. - Transmission",SOCO
8212,"Hartford Electric",55000,Wisconsin,328125,28,56669,"Midcontinent Independent System Operator",MISO
8226,"City of Hartselle",1000,Alabama,148032,57,18642,"Tennessee Valley Authority",TVA
8245,"City of Hastings - (NE)",31000,Nebraska,431157,51,59504,"Southwest Power Pool",SWPP
8276,"Havana Power & Light Company",12000,Florida,23919,16,6455,"Duke Energy Florida",FPC
8283,"Harrison County Rrl Elec Coop",19000,Iowa,102777,51,59504,"Southwest Power Pool",SWPP
8287,"Hawaii Electric Light Co Inc",15000,Hawaii,1064082,29,-9999,"Missing",NA
8288,"City of Hawarden - (IA)",19000,Iowa,25989,28,56669,"Midcontinent Independent System Operator",MISO
8307,"Hawley Public Utilities Comm",27000,Minnesota,20262,28,56669,"Midcontinent Independent System Operator",MISO
8319,"Heartland Power Coop",19000,Iowa,325080,28,56669,"Midcontinent Independent System Operator",MISO
8319,"Heartland Power Coop",27000,Minnesota,968,28,56669,"Midcontinent Independent System Operator",MISO
8333,"Haywood Electric Member Corp",13000,Georgia,3326,12,5416,"Duke Energy Carolinas",DUK
8333,"Haywood Electric Member Corp",37000,North Carolina,299446,12,5416,"Duke Energy Carolinas",DUK
8333,"Haywood Electric Member Corp",45000,South Carolina,92,12,5416,"Duke Energy Carolinas",DUK
8348,"City of Healdsburg - (CA)",6000,California,73551,9,2775,"California Independent System Operator",CISO
8366,"Heber Light & Power Company",49000,Utah,174748,36,14379,"PacifiCorp - East",PACE
8375,"City of Hebron - (NE)",31000,Nebraska,22735,51,59504,"Southwest Power Pool",SWPP
8447,"Hendricks County Rural E M C",18000,Indiana,800422,28,56669,"Midcontinent Independent System Operator",MISO
8449,"Henderson City Utility Comm",21000,Kentucky,598856,28,56669,"Midcontinent Independent System Operator",MISO
8466,"Henry County Rural E M C",18000,Indiana,199347,28,56669,"Midcontinent Independent System Operator",MISO
8515,"City of Hermiston",41000,Oregon,107121,6,1738,"Bonneville Power Administration - Transmission",BPAT
8543,"Hibbing Public Utilities Comm",27000,Minnesota,116171,28,56669,"Midcontinent Independent System Operator",MISO
8548,"City of Hickman",21000,Kentucky,18614,57,18642,"Tennessee Valley Authority",TVA
8566,"High Plains Power Inc",56000,Wyoming,864312,58,28503,"Western Area Power Administration - Rocky Mountain Region",WACM
8570,"Highline Electric Assn",8000,Colorado,419558,58,28503,"Western Area Power Administration - Rocky Mountain Region",WACM
8570,"Highline Electric Assn",31000,Nebraska,68057,58,28503,"Western Area Power Administration - Rocky Mountain Region",WACM
8571,"Town of High Point",37000,North Carolina,1160826,12,5416,"Duke Energy Carolinas",DUK
8573,"City of Highland",17000,Illinois,131529,28,56669,"Midcontinent Independent System Operator",MISO
8574,"Jackson Electric Coop, Inc - (WI)",55000,Wisconsin,207980,28,56669,"Midcontinent Independent System Operator",MISO
8610,"City of Hinton",19000,Iowa,9882,28,56669,"Midcontinent Independent System Operator",MISO
8620,"HILCO Electric Cooperative, Inc.",48000,Texas,587500,14,5723,"Electric Reliability Council of Texas",ERCO
8631,"Hillsdale Board of Public Wks",26000,Michigan,123593,28,56669,"Midcontinent Independent System Operator",MISO
8632,"Hill County Electric Coop, Inc",30000,Montana,172441,33,12825,"NorthWestern Energy - Montana",NWMT
8637,"Hino Electric Holding Company",48000,Texas,13909,14,5723,"Electric Reliability Council of Texas",ERCO
8699,"Inland Power & Light Company",16000,Idaho,32286,6,1738,"Bonneville Power Administration - Transmission",BPAT
8699,"Inland Power & Light Company",53000,Washington,883217,6,1738,"Bonneville Power Administration - Transmission",BPAT
8717,"City of Holdrege",31000,Nebraska,121519,51,59504,"Southwest Power Pool",SWPP
8723,"City of Holland",26000,Michigan,1122927,28,56669,"Midcontinent Independent System Operator",MISO
8748,"City of Holly Springs",28000,Mississippi,235347,57,18642,"Tennessee Valley Authority",TVA
8761,"Holmes-Wayne Electric Coop Inc",39000,Ohio,353439,39,14725,"PJM Interconnection, LLC",PJM
8764,"Holston Electric Coop, Inc",47000,Tennessee,824126,57,18642,"Tennessee Valley Authority",TVA
8770,"City of Holton - (KS)",20000,Kansas,50413,51,59504,"Southwest Power Pool",SWPP
8773,"Holy Cross Electric Assn, Inc",8000,Colorado,1232766,41,15466,"Public Service Co. of Colorado",PSCO
8774,"City of Holyoke - (MA)",25000,Massachusetts,346857,24,13434,"ISO New England Inc.",ISNE
8780,"Fox Islands Electric Coop, Inc",23000,Maine,10262,24,13434,"ISO New England Inc.",ISNE
8786,"Horry Electric Coop Inc",45000,South Carolina,1240588,43,17543,"South Carolina Public Service Authority",SC
8795,"City of Homestead - (FL)",12000,Florida,544989,21,8795,"City of Homestead",HST
8796,"City of Hingham - (MA)",25000,Massachusetts,201632,24,13434,"ISO New England Inc.",ISNE
8824,"M J M Electric Cooperative Inc",17000,Illinois,137284,28,56669,"Midcontinent Independent System Operator",MISO
8830,"Hood River Electric Coop",41000,Oregon,118389,6,1738,"Bonneville Power Administration - Transmission",BPAT
8840,"City of Hope",5000,Arkansas,285799,28,56669,"Midcontinent Independent System Operator",MISO
8846,"City of Hopkinsville",21000,Kentucky,356405,57,18642,"Tennessee Valley Authority",TVA
8883,"Houlton Water Company",23000,Maine,77308,30,1,"New Brunswick System Operator",NBSO
8883,"Houlton Water Company",23000,Maine,40961,30,1,"New Brunswick System Operator",NBSO
8884,"Terrebonne Parish Consol Gov't",22000,Louisiana,357990,28,56669,"Midcontinent Independent System Operator",MISO
8898,"Houston County Elec Coop Inc",48000,Texas,430905,14,5723,"Electric Reliability Council of Texas",ERCO
8911,"Howard Electric Coop",29000,Missouri,55358,1,924,"Associated Electric Cooperative, Inc.",AECI
8924,"Howard Greeley Rural P P D",31000,Nebraska,118769,51,59504,"Southwest Power Pool",SWPP
8934,"Howell-Oregon Elec Coop, Inc",29000,Missouri,429651,1,924,"Associated Electric Cooperative, Inc.",AECI
8972,"City of Hudson - (OH)",39000,Ohio,171871,39,14725,"PJM Interconnection, LLC",PJM
8973,"Town of Hudson - (MA)",25000,Massachusetts,224080,24,13434,"ISO New England Inc.",ISNE
9011,"City of Hugoton - (KS)",20000,Kansas,36845,51,59504,"Southwest Power Pool",SWPP
9023,"City of Humboldt",47000,Tennessee,155099,57,18642,"Tennessee Valley Authority",TVA
9087,"Town of Huntersville - (NC)",37000,North Carolina,243145,12,5416,"Duke Energy Carolinas",DUK
9094,"City of Huntsville - (AL)",1000,Alabama,5351996,57,18642,"Tennessee Valley Authority",TVA
9096,"City of Lafayette - (LA)",22000,Louisiana,2031847,28,56669,"Midcontinent Independent System Operator",MISO
9124,"Hustisford Utilities",55000,Wisconsin,18878,28,56669,"Midcontinent Independent System Operator",MISO
9128,"Hurricane City Power",49000,Utah,127561,36,14379,"PacifiCorp - East",PACE
9130,"Hutchinson Utilities Comm",27000,Minnesota,281192,28,56669,"Midcontinent Independent System Operator",MISO
9163,"Hyrum City Corporation",49000,Utah,93566,36,14379,"PacifiCorp - East",PACE
9187,"City of Idaho Falls - (ID)",16000,Idaho,684813,36,14379,"PacifiCorp - East",PACE
9191,"Idaho Power Co",16000,Idaho,13907992,23,9191,"Idaho Power Company",IPCO
9191,"Idaho Power Co",41000,Oregon,678530,23,9191,"Idaho Power Company",IPCO
9209,"Illinois Rural Electric Coop",17000,Illinois,185285,28,56669,"Midcontinent Independent System Operator",MISO
9216,"Imperial Irrigation District",6000,California,3452493,22,9216,"Imperial Irrigation District",IID
9217,"City of Imperial",31000,Nebraska,31405,51,59504,"Southwest Power Pool",SWPP
9230,"City of Independence - (IA)",19000,Iowa,80431,28,56669,"Midcontinent Independent System Operator",MISO
9231,"City of Independence - (MO)",29000,Missouri,1072933,51,59504,"Southwest Power Pool",SWPP
9246,"Indian Electric Coop, Inc",40000,Oklahoma,530062,51,59504,"Southwest Power Pool",SWPP
9273,"Indianapolis Power & Light Co",18000,Indiana,13850566,28,56669,"Midcontinent Independent System Operator",MISO
9275,"Indianola Municipal Utilities",19000,Iowa,131562,28,56669,"Midcontinent Independent System Operator",MISO
9292,"Inter County Energy Coop Corp",21000,Kentucky,485300,39,14725,"PJM Interconnection, LLC",PJM
9324,"Indiana Michigan Power Co",18000,Indiana,15629130,39,14725,"PJM Interconnection, LLC",PJM
9324,"Indiana Michigan Power Co",26000,Michigan,2859510,39,14725,"PJM Interconnection, LLC",PJM
9331,"Intercounty Electric Coop Assn",29000,Missouri,567665,1,924,"Associated Electric Cooperative, Inc.",AECI
9336,"Intermountain Rural Elec Assn",8000,Colorado,2394167,41,15466,"Public Service Co. of Colorado",PSCO
9417,"Interstate Power and Light Co",19000,Iowa,14707168,28,56669,"Midcontinent Independent System Operator",MISO
9418,"City of Iola - (KS)",20000,Kansas,101237,51,59504,"Southwest Power Pool",SWPP
9425,"Iowa Lakes Electric Coop",19000,Iowa,608027,51,59504,"Southwest Power Pool",SWPP
9431,"Irwin Electric Membership Corp",13000,Georgia,190041,48,18195,"Southern Company Services, Inc. - Transmission",SOCO
9442,"Town of Ipswich - (MA)",25000,Massachusetts,111308,24,13434,"ISO New England Inc.",ISNE
9475,"Itasca-Mantrap Co-op Electrical Assn",27000,Minnesota,221014,28,56669,"Midcontinent Independent System Operator",MISO
9575,"Jackson Energy Coop Corp - (KY)",21000,Kentucky,915474,39,14725,"PJM Interconnection, LLC",PJM
9576,"Jackson County Rural E M C - (IN)",18000,Indiana,485950,28,56669,"Midcontinent Independent System Operator",MISO
9590,"Jackson Electric Coop, Inc - (TX)",48000,Texas,750583,14,5723,"Electric Reliability Council of Texas",ERCO
9598,"City of Jackson - (OH)",39000,Ohio,180283,39,14725,"PJM Interconnection, LLC",PJM
9599,"City of Jackson - (MN)",27000,Minnesota,46190,28,56669,"Midcontinent Independent System Operator",MISO
9601,"Jackson Electric Member Corp - (GA)",13000,Georgia,5582996,48,18195,"Southern Company Services, Inc. - Transmission",SOCO
9603,"City of Jackson - (MO)",29000,Missouri,147049,28,56669,"Midcontinent Independent System Operator",MISO
9605,"Jackson Purchase Energy Corporation",21000,Kentucky,638557,28,56669,"Midcontinent Independent System Operator",MISO
9612,"City of Jackson - (TN)",47000,Tennessee,1723562,57,18642,"Tennessee Valley Authority",TVA
9613,"City of Lebanon - (IN)",18000,Indiana,233261,28,56669,"Midcontinent Independent System Operator",MISO
9616,"Beaches Energy Services",12000,Florida,713866,17,6452,"Florida Power and Light Company",FPL
9617,"JEA",12000,Florida,12084653,25,9617,"JEA",JEA
9645,"Jamestown Board of Public Util",36000,New York,447924,34,13501,"New York Independent System Operator",NYIS
9645,"Jamestown Board of Public Util",36000,New York,4696,34,13501,"New York Independent System Operator",NYIS
9664,"City of Jasper - (TX)",48000,Texas,97482,28,56669,"Midcontinent Independent System Operator",MISO
9665,"Jasper County Rural E M C",18000,Indiana,243182,28,56669,"Midcontinent Independent System Operator",MISO
9666,"Jay County Rural E M C",18000,Indiana,174914,39,14725,"PJM Interconnection, LLC",PJM
9667,"City of Jasper - (IN)",18000,Indiana,309787,28,56669,"Midcontinent Independent System Operator",MISO
9668,"Jasper-Newton Elec Coop, Inc",48000,Texas,456760,28,56669,"Midcontinent Independent System Operator",MISO
9682,"Jefferson Davis Elec Coop, Inc",22000,Louisiana,259672,28,56669,"Midcontinent Independent System Operator",MISO
9689,"Jefferson Electric Member Corp",13000,Georgia,588914,48,18195,"Southern Company Services, Inc. - Transmission",SOCO
9690,"Jefferson Utilities",55000,Wisconsin,97818,28,56669,"Midcontinent Independent System Operator",MISO
9697,"City of Jellico",21000,Kentucky,30426,57,18642,"Tennessee Valley Authority",TVA
9697,"City of Jellico",47000,Tennessee,43434,57,18642,"Tennessee Valley Authority",TVA
9699,"Jemez Mountains Elec Coop, Inc",35000,New Mexico,384389,59,25471,"Western Area Power Administration - Desert Southwest Region",WALC
9726,"Jersey Central Power & Lt Co",34000,New Jersey,10627066,39,14725,"PJM Interconnection, LLC",PJM
9726,"Jersey Central Power & Lt Co",34000,New Jersey,10457843,39,14725,"PJM Interconnection, LLC",PJM
9734,"City of Jewett City - (CT)",9000,Connecticut,23502,24,13434,"ISO New England Inc.",ISNE
9739,"Joe Wheeler Elec Member Corp",1000,Alabama,1744801,57,18642,"Tennessee Valley Authority",TVA
9750,"Jo-Carroll Energy, Inc",17000,Illinois,554917,28,56669,"Midcontinent Independent System Operator",MISO
9777,"Johnson City - (TN)",47000,Tennessee,1937717,57,18642,"Tennessee Valley Authority",TVA
9778,"Johnson County Rural E M C",18000,Indiana,516980,28,56669,"Midcontinent Independent System Operator",MISO
9837,"Jones-Onslow Elec Member Corp",37000,North Carolina,1258695,10,3046,"Duke Energy Progress East",CPLE
9879,"City Water and Light Plant",5000,Arkansas,1386520,28,56669,"Midcontinent Independent System Operator",MISO
9922,"Jump River Electric Coop Inc",55000,Wisconsin,94904,28,56669,"Midcontinent Independent System Operator",MISO
9936,"Juneau Utility Comm",55000,Wisconsin,48861,28,56669,"Midcontinent Independent System Operator",MISO
9949,"Just Energy",25000,Massachusetts,127076,24,13434,"ISO New England Inc.",ISNE
9949,"Just Energy",42000,Pennsylvania,93108,39,14725,"PJM Interconnection, LLC",PJM
9949,"Just Energy",48000,Texas,4008261,14,5723,"Electric Reliability Council of Texas",ERCO
9964,"Kenergy Corp",21000,Kentucky,7486682,28,56669,"Midcontinent Independent System Operator",MISO
9991,"Kandiyohi Power Coop",27000,Minnesota,169193,28,56669,"Midcontinent Independent System Operator",MISO
9996,"City of Kansas City - (KS)",20000,Kansas,2322486,51,59504,"Southwest Power Pool",SWPP
9999,"Kankakee Valley Rural E M C",18000,Indiana,300199,28,56669,"Midcontinent Independent System Operator",MISO
10000,"Evergy Metro",20000,Kansas,6622387,51,59504,"Southwest Power Pool",SWPP
10000,"Evergy Metro",29000,Missouri,8675389,51,59504,"Southwest Power Pool",SWPP
10005,"Evergy Kansas South, Inc",20000,Kansas,9899906,51,59504,"Southwest Power Pool",SWPP
10009,"Karnes Electric Coop Inc",48000,Texas,1132753,14,5723,"Electric Reliability Council of Texas",ERCO
10012,"Kay Electric Coop",40000,Oklahoma,421935,51,59504,"Southwest Power Pool",SWPP
10019,"FreeState Electric Coop",20000,Kansas,284727,51,59504,"Southwest Power Pool",SWPP
10056,"City of Kaukauna",55000,Wisconsin,544812,28,56669,"Midcontinent Independent System Operator",MISO
10057,"City of Lamar - (MO)",29000,Missouri,54780,1,924,"Associated Electric Cooperative, Inc.",AECI
10063,"Kaysville City Corporation",49000,Utah,147759,36,14379,"PacifiCorp - East",PACE
10065,"KBR Rural Public Power District",31000,Nebraska,83647,51,59504,"Southwest Power Pool",SWPP
10066,"K C Electric Association",8000,Colorado,203932,58,28503,"Western Area Power Administration - Rocky Mountain Region",WACM
10071,"Kauai Island Utility Cooperative",15000,Hawaii,451114,29,-9999,"Missing",NA
10144,"Kennebunk Light & Power Dist",23000,Maine,95243,24,13434,"ISO New England Inc.",ISNE
10152,"City of Kennett - (MO)",29000,Missouri,140401,51,59504,"Southwest Power Pool",SWPP
10153,"KEM Electric Coop Inc",38000,North Dakota,83984,51,59504,"Southwest Power Pool",SWPP
10170,"Kiamichi Electric Coop, Inc",40000,Oklahoma,364832,1,924,"Associated Electric Cooperative, Inc.",AECI
10171,"Kentucky Utilities Co",21000,Kentucky,18367926,27,11249,"Louisville Gas & Electric and Kentucky Utilities",LGEE
10171,"Kentucky Utilities Co",47000,Tennessee,94,27,11249,"Louisville Gas & Electric and Kentucky Utilities",LGEE
10171,"Kentucky Utilities Co",51000,Virginia,756675,27,11249,"Louisville Gas & Electric and Kentucky Utilities",LGEE
10179,"Kenyon Municipal Utilities",27000,Minnesota,15847,28,56669,"Midcontinent Independent System Operator",MISO
10210,"Ketchikan Public Utilities",2000,Alaska,167834,29,-9999,"Missing",NA
10226,"Utility Board of the City of Key West, F",12000,Florida,712910,15,14610,"Florida Municipal Power Pool",FMPP
10260,"City of Kimball - (NE)",31000,Nebraska,21052,58,28503,"Western Area Power Administration - Rocky Mountain Region",WACM
10321,"City of Kingman - (KS)",20000,Kansas,34261,51,59504,"Southwest Power Pool",SWPP
10324,"City of Kings Mountain - (NC)",37000,North Carolina,144153,12,5416,"Duke Energy Carolinas",DUK
10325,"Kings River Conservation Dist",6000,California,340082,9,2775,"California Independent System Operator",CISO
10331,"Kingsport Power Co",47000,Tennessee,2053098,39,14725,"PJM Interconnection, LLC",PJM
10345,"City of Kinston - (NC)",37000,North Carolina,450776,10,3046,"Duke Energy Progress East",CPLE
10370,"City of Kirkwood - (MO)",29000,Missouri,216331,28,56669,"Midcontinent Independent System Operator",MISO
10376,"Kissimmee Utility Authority",12000,Florida,1559518,15,14610,"Florida Municipal Power Pool",FMPP
10378,"Kit Carson Electric Coop, Inc",35000,New Mexico,263931,40,15473,"Public Service Co. of New Mexico",PNM
10393,"PUD No 1 of Klickitat County",53000,Washington,344507,6,1738,"Bonneville Power Administration - Transmission",BPAT
10421,"Knoxville Utilities Board",47000,Tennessee,5560494,57,18642,"Tennessee Valley Authority",TVA
10433,"Kodiak Electric Assn Inc",2000,Alaska,137715,29,-9999,"Missing",NA
10448,"Kosciusko County Rural E M C",18000,Indiana,492986,28,56669,"Midcontinent Independent System Operator",MISO
10451,"Kotzebue Electric Assn Inc",2000,Alaska,19102,29,-9999,"Missing",NA
10454,"Kootenai Electric Cooperative",16000,Idaho,461964,3,20169,"Avista Corporation",AVA
10454,"Kootenai Electric Cooperative",53000,Washington,2781,3,20169,"Avista Corporation",AVA
10508,"Village of L'Anse - (MI)",26000,Michigan,12106,28,56669,"Midcontinent Independent System Operator",MISO
10539,"La Plata Electric Assn, Inc",8000,Colorado,956958,58,28503,"Western Area Power Administration - Rocky Mountain Region",WACM
10550,"McCook Public Power District",31000,Nebraska,187937,51,59504,"Southwest Power Pool",SWPP
10558,"LaCreek Electric Assn, Inc",31000,Nebraska,6778,58,28503,"Western Area Power Administration - Rocky Mountain Region",WACM
10558,"LaCreek Electric Assn, Inc",46000,South Dakota,119363,58,28503,"Western Area Power Administration - Rocky Mountain Region",WACM
10562,"Lagrange County Rural E M C",18000,Indiana,98554,28,56669,"Midcontinent Independent System Operator",MISO
10579,"City of LaFollette",47000,Tennessee,416164,57,18642,"Tennessee Valley Authority",TVA
10585,"City of La Grange - (GA)",13000,Georgia,542477,48,18195,"Southern Company Services, Inc. - Transmission",SOCO
10595,"City of Lake City - (MN)",27000,Minnesota,146302,28,56669,"Midcontinent Independent System Operator",MISO
10596,"City of Lake Crystal - (MN)",27000,Minnesota,16360,28,56669,"Midcontinent Independent System Operator",MISO
10599,"Lake Region Electric Coop, Inc - (OK)",40000,Oklahoma,416620,1,924,"Associated Electric Cooperative, Inc.",AECI
10603,"Laclede Electric Coop, Inc",29000,Missouri,685606,1,924,"Associated Electric Cooperative, Inc.",AECI
10605,"Lake Mills Light & Water",55000,Wisconsin,64911,28,56669,"Midcontinent Independent System Operator",MISO
10606,"City of Lake Mills",19000,Iowa,22553,28,56669,"Midcontinent Independent System Operator",MISO
10610,"Lake Placid Village, Inc - (NY)",36000,New York,169368,34,13501,"New York Independent System Operator",NYIS
10618,"Lake Region Electric Cooperative - (MN)",27000,Minnesota,457160,28,56669,"Midcontinent Independent System Operator",MISO
10620,"City of Lake Worth - (FL)",12000,Florida,433186,15,14610,"Florida Municipal Power Pool",FMPP
10623,"City of Lakeland - (FL)",12000,Florida,3118407,15,14610,"Florida Municipal Power Pool",FMPP
10624,"Southern Rivers Energy",13000,Georgia,341051,48,18195,"Southern Company Services, Inc. - Transmission",SOCO
10625,"Lamb County Electric Coop, Inc",48000,Texas,353125,51,59504,"Southwest Power Pool",SWPP
10627,"Lakeview Light & Power",53000,Washington,257169,6,1738,"Bonneville Power Administration - Transmission",BPAT
10629,"City of Lakota - (ND)",38000,North Dakota,12199,51,59504,"Southwest Power Pool",SWPP
10632,"Lake Region Electric Assn, Inc - (SD)",46000,South Dakota,204061,58,28503,"Western Area Power Administration - Rocky Mountain Region",WACM
10649,"Lamar County Elec Coop Assn",48000,Texas,236395,14,5723,"Electric Reliability Council of Texas",ERCO
10650,"City of Lamoni - (IA)",19000,Iowa,23485,28,56669,"Midcontinent Independent System Operator",MISO
10656,"City of Lampasas - (TX)",48000,Texas,106504,14,5723,"Electric Reliability Council of Texas",ERCO
10668,"Licking Rural Electric Inc",39000,Ohio,393749,39,14725,"PJM Interconnection, LLC",PJM
10681,"Lane Electric Coop Inc",41000,Oregon,231436,6,1738,"Bonneville Power Administration - Transmission",BPAT
10697,"Lake Country Power",27000,Minnesota,629304,28,56669,"Midcontinent Independent System Operator",MISO
10702,"Borough of Lansdale",42000,Pennsylvania,117613,39,14725,"PJM Interconnection, LLC",PJM
10704,"City of Lansing - (MI)",26000,Michigan,2119741,28,56669,"Midcontinent Independent System Operator",MISO
10713,"City of Larned - (KS)",20000,Kansas,38872,51,59504,"Southwest Power Pool",SWPP
10724,"Lassen Municipal Utility District",6000,California,127295,9,2775,"California Independent System Operator",CISO
10728,"Lane-Scott Electric Coop, Inc",20000,Kansas,144821,51,59504,"Southwest Power Pool",SWPP
10768,"Laurens Electric Coop, Inc",45000,South Carolina,1111130,12,5416,"Duke Energy Carolinas",DUK
10769,"City of Laurens - (IA)",19000,Iowa,26235,51,59504,"Southwest Power Pool",SWPP
10770,"City of Laurinburg - (NC)",37000,North Carolina,135620,10,3046,"Duke Energy Progress East",CPLE
10798,"Lawrenceburg Municipal Utils",18000,Indiana,146852,28,56669,"Midcontinent Independent System Operator",MISO
10799,"City of Lawrenceburg",47000,Tennessee,505001,57,18642,"Tennessee Valley Authority",TVA
10800,"City of Lawrenceville - (GA)",13000,Georgia,322986,48,18195,"Southern Company Services, Inc. - Transmission",SOCO
10814,"City of Le Sueur - (MN)",27000,Minnesota,93723,28,56669,"Midcontinent Independent System Operator",MISO
10817,"Lea County Electric Coop, Inc",35000,New Mexico,828285,51,59504,"Southwest Power Pool",SWPP
