Utility_Number,Utility_Name,State_FIPS,State_Name,Total_Sales_MWh,BA_Code,BA_Number,BA_Long_Name,BA_Short_Name
221,"Alaska Village Elec Coop, Inc",2000,Alaska,118333,29,-9999,"Missing",NA
230,"Albany Utility Board",13000,Georgia,893352,48,18195,"Southern Company Services, Inc. - Transmission",SOCO
232,"City of Albemarle - (NC)",37000,North Carolina,292519,12,5416,"Duke Energy Carolinas",DUK
240,"Albemarle Electric Member Corp",37000,North Carolina,231507,39,14725,"PJM Interconnection, LLC",PJM
241,"Albertville Municipal Utilities Board",1000,Alabama,616058,57,18642,"Tennessee Valley Authority",TVA
261,"AGC Division of APG Inc",18000,Indiana,2222502,28,56669,"Midcontinent Independent System Operator",MISO
276,"Alcorn County Elec Power Assn",28000,Mississippi,619282,57,18642,"Tennessee Valley Authority",TVA
289,"City of Alexander City",1000,Alabama,129518,48,18195,"Southern Company Services, Inc. - Transmission",SOCO
295,"City of Alexandria - (MN)",27000,Minnesota,288168,28,56669,"Midcontinent Independent System Operator",MISO
296,"Alfalfa Electric Coop, Inc",20000,Kansas,29605,51,59504,"Southwest Power Pool",SWPP
296,"Alfalfa Electric Coop, Inc",40000,Oklahoma,822311,51,59504,"Southwest Power Pool",SWPP
298,"City of Alexandria - (LA)",22000,Louisiana,659753,28,56669,"Midcontinent Independent System Operator",MISO
305,"Alger-Delta Coop Electric Assn",26000,Michigan,77300,28,56669,"Midcontinent Independent System Operator",MISO
307,"Algoma Utility Comm",55000,Wisconsin,37151,28,56669,"Midcontinent Independent System Operator",MISO
308,"City of Acworth - (GA)",13000,Georgia,101638,48,18195,"Southern Company Services, Inc. - Transmission",SOCO
309,"City of Algona - (IA)",19000,Iowa,115780,51,59504,"Southwest Power Pool",SWPP
329,"Allamakee-Clayton El Coop, Inc",19000,Iowa,134577,28,56669,"Midcontinent Independent System Operator",MISO
367,"City of Alliance- (NE)",31000,Nebraska,109667,51,59504,"Southwest Power Pool",SWPP
392,"Alpena Power Co",26000,Michigan,349917,28,56669,"Midcontinent Independent System Operator",MISO
407,"Altamaha Electric Member Corp",13000,Georgia,425158,48,18195,"Southern Company Services, Inc. - Transmission",SOCO
416,"City of Altus - (OK)",40000,Oklahoma,202646,51,59504,"Southwest Power Pool",SWPP
471,"Amana Society Service Co",19000,Iowa,95842,28,56669,"Midcontinent Independent System Operator",MISO
540,"BP Energy Company",53000,Washington,833304,42,15500,"Puget Sound Energy Inc.",PSEI
540,"BP Energy Company",48000,Texas,55349,14,5723,"Electric Reliability Council of Texas",ERCO
554,"City of Ames - (IA)",19000,Iowa,663559,28,56669,"Midcontinent Independent System Operator",MISO
560,"City of Amherst- (OH)",39000,Ohio,104707,39,14725,"PJM Interconnection, LLC",PJM
562,"Amicalola Electric Member Corp",13000,Georgia,782387,48,18195,"Southern Company Services, Inc. - Transmission",SOCO
571,"City of Amory",28000,Mississippi,136810,57,18642,"Tennessee Valley Authority",TVA
577,"City of Alcoa Utilities",47000,Tennessee,643068,57,18642,"Tennessee Valley Authority",TVA
590,"City of Anaheim - (CA)",6000,California,2306513,9,2775,"California Independent System Operator",CISO
599,"Anchorage Municipal Light and Power",2000,Alaska,931431,2,599,"Anchorage Municipal Light and Power",AMPL
604,"City of Andalusia",1000,Alabama,356617,61,189,"PowerSouth Energy Cooperative",AEC
636,"City of Anderson - (IN)",18000,Indiana,881511,39,14725,"PJM Interconnection, LLC",PJM
689,"Connexus Energy",27000,Minnesota,2012767,28,56669,"Midcontinent Independent System Operator",MISO
690,"City of Bardstown - (KY)",21000,Kentucky,201112,27,11249,"Louisville Gas & Electric and Kentucky Utilities",LGEE
691,"City of Anoka",27000,Minnesota,276739,28,56669,"Midcontinent Independent System Operator",MISO
694,"Anza Electric Coop Inc",6000,California,58090,59,25471,"Western Area Power Administration - Desert Southwest Region",WALC
719,"Town of Apex- (NC)",37000,North Carolina,331065,10,3046,"Duke Energy Progress East",CPLE
727,"Appalachian Electric Coop",47000,Tennessee,976430,57,18642,"Tennessee Valley Authority",TVA
733,"Appalachian Power Co",51000,Virginia,15389078,39,14725,"PJM Interconnection, LLC",PJM
733,"Appalachian Power Co",54000,West Virginia,13114790,39,14725,"PJM Interconnection, LLC",PJM
733,"Appalachian Power Co",51000,Virginia,390809,39,14725,"PJM Interconnection, LLC",PJM
750,"Arab Electric Coop Inc",1000,Alabama,320093,57,18642,"Tennessee Valley Authority",TVA
803,"Arizona Public Service Co",4000,Arizona,27943387,4,803,"Arizona Public Service Company",AZPS
814,"Entergy Arkansas LLC",5000,Arkansas,22524756,28,56669,"Midcontinent Independent System Operator",MISO
814,"Entergy Arkansas LLC",47000,Tennessee,52,28,56669,"Midcontinent Independent System Operator",MISO
817,"Arkansas Valley Elec Coop Corp",5000,Arkansas,1197218,51,59504,"Southwest Power Pool",SWPP
817,"Arkansas Valley Elec Coop Corp",40000,Oklahoma,89068,51,59504,"Southwest Power Pool",SWPP
828,"City of Arlington - (MN)",27000,Minnesota,17125,28,56669,"Midcontinent Independent System Operator",MISO
887,"Arrowhead Electric Coop, Inc",27000,Minnesota,74571,28,56669,"Midcontinent Independent System Operator",MISO
907,"City of Ashland - (OR)",41000,Oregon,171916,37,14378,"PacifiCorp - West",PACW
918,"City of Aspen- (CO)",8000,Colorado,72108,41,15466,"Public Service Co. of Colorado",PSCO
942,"Atchison-Holt Electric Coop",19000,Iowa,17404,1,924,"Associated Electric Cooperative, Inc.",AECI
942,"Atchison-Holt Electric Coop",29000,Missouri,68942,1,924,"Associated Electric Cooperative, Inc.",AECI
944,"City of Athens - (AL)",1000,Alabama,1189502,57,18642,"Tennessee Valley Authority",TVA
947,"Athens Utility Board",47000,Tennessee,665484,57,18642,"Tennessee Valley Authority",TVA
963,"Atlantic City Electric Co",34000,New Jersey,4921597,39,14725,"PJM Interconnection, LLC",PJM
963,"Atlantic City Electric Co",34000,New Jersey,4238181,39,14725,"PJM Interconnection, LLC",PJM
965,"Atlantic Municipal Utilities",19000,Iowa,147916,28,56669,"Midcontinent Independent System Operator",MISO
970,"Homefield Energy",17000,Illinois,64667,39,14725,"PJM Interconnection, LLC",PJM
970,"Homefield Energy",17000,Illinois,7948370,28,56669,"Midcontinent Independent System Operator",MISO
993,"Auburn Board of Public Works",31000,Nebraska,59100,51,59504,"Southwest Power Pool",SWPP
994,"City of Auburn - (IN)",18000,Indiana,443974,39,14725,"PJM Interconnection, LLC",PJM
998,"City of Augusta - (KS)",20000,Kansas,71217,51,59504,"Southwest Power Pool",SWPP
1009,"City of Austin - (MN)",27000,Minnesota,337603,28,56669,"Midcontinent Independent System Operator",MISO
1015,"Austin Energy",48000,Texas,13426935,14,5723,"Electric Reliability Council of Texas",ERCO
1024,"City of Ava - (MO)",29000,Missouri,62980,1,924,"Associated Electric Cooperative, Inc.",AECI
1036,"Town of Ayden - (NC)",37000,North Carolina,100461,10,3046,"Duke Energy Progress East",CPLE
1050,"City of Azusa",6000,California,252892,9,2775,"California Independent System Operator",CISO
1062,"BARC Electric Coop Inc",51000,Virginia,185382,39,14725,"PJM Interconnection, LLC",PJM
1101,"Bagley Public Utilities Comm",27000,Minnesota,25174,28,56669,"Midcontinent Independent System Operator",MISO
1148,"City of Baldwin City- (KS)",20000,Kansas,33450,51,59504,"Southwest Power Pool",SWPP
1149,"Baldwin County El Member Corp",1000,Alabama,1462879,61,189,"PowerSouth Energy Cooperative",AEC
1167,"Baltimore Gas & Electric Co",24000,Maryland,12462742,39,14725,"PJM Interconnection, LLC",PJM
1167,"Baltimore Gas & Electric Co",24000,Maryland,17761027,39,14725,"PJM Interconnection, LLC",PJM
1169,"Bailey County Elec Coop Assn",48000,Texas,321270,51,59504,"Southwest Power Pool",SWPP
1175,"Bandera Electric Coop, Inc",48000,Texas,634200,14,5723,"Electric Reliability Council of Texas",ERCO
1176,"City of Bandon - (OR)",41000,Oregon,60353,6,1738,"Bonneville Power Administration - Transmission",BPAT
1179,"Emera Maine",23000,Maine,311389,30,1,"New Brunswick System Operator",NBSO
1179,"Emera Maine",23000,Maine,1102467,24,13434,"ISO New England Inc.",ISNE
1179,"Emera Maine",23000,Maine,206794,30,1,"New Brunswick System Operator",NBSO
1179,"Emera Maine",23000,Maine,332570,24,13434,"ISO New England Inc.",ISNE
1181,"Village of Bangor - (WI)",55000,Wisconsin,26766,28,56669,"Midcontinent Independent System Operator",MISO
1192,"City of Banning - (CA)",6000,California,141341,9,2775,"California Independent System Operator",CISO
1196,"Village of Baraga - (MI)",26000,Michigan,19601,28,56669,"Midcontinent Independent System Operator",MISO
1201,"Barbourville Utility Comm",21000,Kentucky,92400,27,11249,"Louisville Gas & Electric and Kentucky Utilities",LGEE
1233,"City of Barnesville - (MN)",27000,Minnesota,22044,28,56669,"Midcontinent Independent System Operator",MISO
1251,"Barron Electric Coop",55000,Wisconsin,373709,28,56669,"Midcontinent Independent System Operator",MISO
1273,"Bartlett Electric Coop, Inc",48000,Texas,215630,14,5723,"Electric Reliability Council of Texas",ERCO
1276,"Barrow Utils & Elec Coop, Inc",2000,Alaska,48253,29,-9999,"Missing",NA
1279,"Barry Electric Coop",29000,Missouri,182820,1,924,"Associated Electric Cooperative, Inc.",AECI
1283,"Bartholomew County Rural E M C",18000,Indiana,429658,28,56669,"Midcontinent Independent System Operator",MISO
1300,"City of Bartow - (FL)",12000,Florida,274223,16,6455,"Duke Energy Florida",FPC
1301,"Barton County Elec Coop, Inc",29000,Missouri,159345,1,924,"Associated Electric Cooperative, Inc.",AECI
1307,"Basin Electric Power Coop",38000,North Dakota,1117280,51,59504,"Southwest Power Pool",SWPP
1307,"Basin Electric Power Coop",56000,Wyoming,834,58,28503,"Western Area Power Administration - Rocky Mountain Region",WACM
1325,"City of Batavia - (IL)",17000,Illinois,417685,39,14725,"PJM Interconnection, LLC",PJM
1366,"City of Bay City - (MI)",26000,Michigan,316828,28,56669,"Midcontinent Independent System Operator",MISO
1367,"Bayfield Electric Coop, Inc",26000,Michigan,174,28,56669,"Midcontinent Independent System Operator",MISO
1367,"Bayfield Electric Coop, Inc",55000,Wisconsin,78543,28,56669,"Midcontinent Independent System Operator",MISO
1417,"Beartooth Electric Coop, Inc",30000,Montana,60621,33,12825,"NorthWestern Energy - Montana",NWMT
1417,"Beartooth Electric Coop, Inc",56000,Wyoming,6821,33,12825,"NorthWestern Energy - Montana",NWMT
1427,"City of Beatrice - (NE)",31000,Nebraska,187842,51,59504,"Southwest Power Pool",SWPP
1456,"Town of Bedford - (VA)",51000,Virginia,214816,39,14725,"PJM Interconnection, LLC",PJM
1458,"Beauregard Electric Coop, Inc",22000,Louisiana,1205447,28,56669,"Midcontinent Independent System Operator",MISO
1523,"Town of Belmont - (MA)",25000,Massachusetts,125598,24,13434,"ISO New England Inc.",ISNE
1525,"City of Beloit - (KS)",20000,Kansas,43555,51,59504,"Southwest Power Pool",SWPP
1529,"Beltrami Electric Coop, Inc",27000,Minnesota,365928,28,56669,"Midcontinent Independent System Operator",MISO
1566,"City of Bennettsville - (SC)",45000,South Carolina,78721,43,17543,"South Carolina Public Service Authority",SC
1573,"City of Benson - (MN)",27000,Minnesota,34824,28,56669,"Midcontinent Independent System Operator",MISO
1578,"Benton County",47000,Tennessee,204504,57,18642,"Tennessee Valley Authority",TVA
1579,"PUD No 1 of Benton County",53000,Washington,1740849,6,1738,"Bonneville Power Administration - Transmission",BPAT
1581,"City of Benton - (AR)",5000,Arkansas,268534,28,56669,"Midcontinent Independent System Operator",MISO
1582,"City of Benton - (KY)",21000,Kentucky,71955,57,18642,"Tennessee Valley Authority",TVA
1586,"City of Bentonville - (AR)",5000,Arkansas,684838,51,59504,"Southwest Power Pool",SWPP
1591,"Big Country Electric Coop, Inc",48000,Texas,251218,14,5723,"Electric Reliability Council of Texas",ERCO
1601,"City of Beresford",46000,South Dakota,30220,51,59504,"Southwest Power Pool",SWPP
1611,"Messer Energy Services, Inc.",10000,Delaware,220235,39,14725,"PJM Interconnection, LLC",PJM
1611,"Messer Energy Services, Inc.",17000,Illinois,273390,28,56669,"Midcontinent Independent System Operator",MISO
1611,"Messer Energy Services, Inc.",25000,Massachusetts,14347,24,13434,"ISO New England Inc.",ISNE
1611,"Messer Energy Services, Inc.",23000,Maine,98139,24,13434,"ISO New England Inc.",ISNE
1611,"Messer Energy Services, Inc.",34000,New Jersey,2793,39,14725,"PJM Interconnection, LLC",PJM
1611,"Messer Energy Services, Inc.",36000,New York,45005,34,13501,"New York Independent System Operator",NYIS
1611,"Messer Energy Services, Inc.",39000,Ohio,197734,39,14725,"PJM Interconnection, LLC",PJM
1611,"Messer Energy Services, Inc.",42000,Pennsylvania,673089,39,14725,"PJM Interconnection, LLC",PJM
1613,"Berkeley Electric Coop Inc",45000,South Carolina,3044262,43,17543,"South Carolina Public Service Authority",SC
1625,"Benton Rural Electric Assn",53000,Washington,545796,6,1738,"Bonneville Power Administration - Transmission",BPAT
1640,"City of Bessemer Utilities",1000,Alabama,305230,57,18642,"Tennessee Valley Authority",TVA
1675,"Big Horn Rural Electric Co",30000,Montana,19931,58,28503,"Western Area Power Administration - Rocky Mountain Region",WACM
1675,"Big Horn Rural Electric Co",56000,Wyoming,110624,58,28503,"Western Area Power Administration - Rocky Mountain Region",WACM
1683,"Big Horn County Elec Coop, Inc",30000,Montana,58011,33,12825,"NorthWestern Energy - Montana",NWMT
1683,"Big Horn County Elec Coop, Inc",56000,Wyoming,4240,33,12825,"NorthWestern Energy - Montana",NWMT
1708,"Big Sandy Rural Elec Coop Corp",21000,Kentucky,225779,39,14725,"PJM Interconnection, LLC",PJM
1723,"Big Bend Electric Coop, Inc",53000,Washington,538117,6,1738,"Bonneville Power Administration - Transmission",BPAT
1736,"Blachly-Lane County Coop El Assn",41000,Oregon,171676,6,1738,"Bonneville Power Administration - Transmission",BPAT
1738,"Bonneville Power Administration",41000,Oregon,5507,6,1738,"Bonneville Power Administration - Transmission",BPAT
1738,"Bonneville Power Administration",53000,Washington,4931732,6,1738,"Bonneville Power Administration - Transmission",BPAT
1763,"Black River Electric Coop, Inc - (SC)",45000,South Carolina,722664,43,17543,"South Carolina Public Service Authority",SC
1764,"Black Diamond Power Co",54000,West Virginia,53973,39,14725,"PJM Interconnection, LLC",PJM
1769,"Black Hills Electric Coop, Inc",46000,South Dakota,148878,51,59504,"Southwest Power Pool",SWPP
1775,"Black River Electric Coop - (MO)",29000,Missouri,482746,1,924,"Associated Electric Cooperative, Inc.",AECI
1776,"City of Black River Falls",55000,Wisconsin,59067,28,56669,"Midcontinent Independent System Operator",MISO
1780,"Black Warrior Elec Member Corp",1000,Alabama,404379,48,18195,"Southern Company Services, Inc. - Transmission",SOCO
1818,"City of Blaine - (WA)",53000,Washington,76758,42,15500,"Puget Sound Energy Inc.",PSEI
1857,"Block Island Power Co",44000,Rhode Island,13234,24,13434,"ISO New England Inc.",ISNE
1869,"City of Bloomfield - (IA)",19000,Iowa,25952,1,924,"Associated Electric Cooperative, Inc.",AECI
1883,"Blue Earth Light & Water",27000,Minnesota,55277,28,56669,"Midcontinent Independent System Operator",MISO
1884,"BENCO Electric Cooperative",27000,Minnesota,408276,28,56669,"Midcontinent Independent System Operator",MISO
1886,"Blue Grass Energy Coop Corp",21000,Kentucky,1412538,39,14725,"PJM Interconnection, LLC",PJM
1889,"Blue Ridge Elec Member Corp - (NC)",37000,North Carolina,1129568,12,5416,"Duke Energy Carolinas",DUK
1890,"Blue Ridge Electric Coop Inc - (SC)",45000,South Carolina,1126098,12,5416,"Duke Energy Carolinas",DUK
1891,"Blue Ridge Mountain EMC - (GA)",13000,Georgia,476435,57,18642,"Tennessee Valley Authority",TVA
1891,"Blue Ridge Mountain EMC - (GA)",37000,North Carolina,208511,57,18642,"Tennessee Valley Authority",TVA
1892,"Bluebonnet Electric Coop, Inc",48000,Texas,2251903,14,5723,"Electric Reliability Council of Texas",ERCO
1896,"City of Bluffton - (IN)",18000,Indiana,279413,39,14725,"PJM Interconnection, LLC",PJM
1898,"Bon Homme Yankton El Assn, Inc",46000,South Dakota,93866,51,59504,"Southwest Power Pool",SWPP
1913,"City of Boerne",48000,Texas,142092,14,5723,"Electric Reliability Council of Texas",ERCO
1936,"Bolivar Energy Authority",47000,Tennessee,234516,57,18642,"Tennessee Valley Authority",TVA
1997,"City of Boscobel - (WI)",55000,Wisconsin,44432,28,56669,"Midcontinent Independent System Operator",MISO
2001,"Boone Electric Coop",29000,Missouri,594229,1,924,"Associated Electric Cooperative, Inc.",AECI
2008,"City of Boulder City - (NV)",32000,Nevada,152809,59,25471,"Western Area Power Administration - Desert Southwest Region",WALC
2010,"City of Bountiful",49000,Utah,279015,36,14379,"PacifiCorp - East",PACE
2049,"Bowie-Cass Electric Coop, Inc",48000,Texas,652625,51,59504,"Southwest Power Pool",SWPP
2054,"City of Bowling Green - (OH)",39000,Ohio,539616,39,14725,"PJM Interconnection, LLC",PJM
2056,"City of Bowling Green - (KY)",21000,Kentucky,922316,57,18642,"Tennessee Valley Authority",TVA
2089,"Bozrah Light & Power Company",9000,Connecticut,211765,24,13434,"ISO New England Inc.",ISNE
2138,"Brainerd Public Utilities",27000,Minnesota,183244,28,56669,"Midcontinent Independent System Operator",MISO
2144,"Town of Braintree - (MA)",25000,Massachusetts,347150,24,13434,"ISO New England Inc.",ISNE
2182,"City of Breckenridge- (MN)",27000,Minnesota,37754,28,56669,"Midcontinent Independent System Operator",MISO
2192,"Bremen Electric Light & Power Co",18000,Indiana,165506,28,56669,"Midcontinent Independent System Operator",MISO
2194,"City of Brenham - (TX)",48000,Texas,278651,14,5723,"Electric Reliability Council of Texas",ERCO
2206,"City of Brewster - (MN)",27000,Minnesota,4832,28,56669,"Midcontinent Independent System Operator",MISO
2212,"Broad River Electric Coop, Inc",37000,North Carolina,6098,12,5416,"Duke Energy Carolinas",DUK
2212,"Broad River Electric Coop, Inc",45000,South Carolina,400466,12,5416,"Duke Energy Carolinas",DUK
2215,"Bridger Valley Elec Assn, Inc",49000,Utah,12637,58,28503,"Western Area Power Administration - Rocky Mountain Region",WACM
2215,"Bridger Valley Elec Assn, Inc",56000,Wyoming,133823,58,28503,"Western Area Power Administration - Rocky Mountain Region",WACM
2220,"Brigham City Corporation",49000,Utah,172983,36,14379,"PacifiCorp - East",PACE
2247,"City of Bristol - (TN)",47000,Tennessee,914113,57,18642,"Tennessee Valley Authority",TVA
2248,"Bristol Virginia Utilities",51000,Virginia,500704,57,18642,"Tennessee Valley Authority",TVA
2273,"Brodhead Water & Lighting Comm",55000,Wisconsin,35047,28,56669,"Midcontinent Independent System Operator",MISO
2277,"City of Broken Bow - (NE)",31000,Nebraska,102356,51,59504,"Southwest Power Pool",SWPP
2285,"City of Brookings - (SD)",46000,South Dakota,329672,58,28503,"Western Area Power Administration - Rocky Mountain Region",WACM
2316,"Brown County Rural Elec Assn",27000,Minnesota,136100,28,56669,"Midcontinent Independent System Operator",MISO
2354,"Brown-Atchison E C A Inc",20000,Kansas,50441,51,59504,"Southwest Power Pool",SWPP
2394,"Burke-Divide Electric Coop Inc",38000,North Dakota,227978,51,59504,"Southwest Power Pool",SWPP
2409,"Brownsville Public Utilities Board",48000,Texas,1271304,14,5723,"Electric Reliability Council of Texas",ERCO
2411,"City of Brownsville",47000,Tennessee,216835,57,18642,"Tennessee Valley Authority",TVA
2439,"City of Bryan - (OH)",39000,Ohio,185167,39,14725,"PJM Interconnection, LLC",PJM
2442,"City of Bryan - (TX)",48000,Texas,1487499,14,5723,"Electric Reliability Council of Texas",ERCO
2485,"City of Buffalo - (MN)",27000,Minnesota,113188,28,56669,"Midcontinent Independent System Operator",MISO
2487,"City of Buford",13000,Georgia,213776,48,18195,"Southern Company Services, Inc. - Transmission",SOCO
2502,"Buckeye Rural Elec Coop, Inc",39000,Ohio,257370,39,14725,"PJM Interconnection, LLC",PJM
2507,"City of Burbank Water and Power",6000,California,1077593,26,11208,"Los Angeles Department of Water and Power",LDWP
2545,"City of Burley - (ID)",16000,Idaho,115765,6,1738,"Bonneville Power Administration - Transmission",BPAT
2548,"City of Burlington Electric - (VT)",50000,Vermont,333764,24,13434,"ISO New England Inc.",ISNE
2551,"City of Burlington - (KS)",20000,Kansas,31463,51,59504,"Southwest Power Pool",SWPP
2599,"Burt County Public Power Dist",31000,Nebraska,89031,51,59504,"Southwest Power Pool",SWPP
2641,"Butler Rural El Coop Assn, Inc - (KS)",20000,Kansas,133183,51,59504,"Southwest Power Pool",SWPP
2643,"Butler Public Power District - (NE)",31000,Nebraska,199059,51,59504,"Southwest Power Pool",SWPP
2650,"Borough of Butler - (NJ)",34000,New Jersey,157987,39,14725,"PJM Interconnection, LLC",PJM
2651,"Butler Rural Electric Coop Inc - (OH)",39000,Ohio,222272,39,14725,"PJM Interconnection, LLC",PJM
2652,"Butler County Rural Elec Coop - (IA)",19000,Iowa,216487,51,59504,"Southwest Power Pool",SWPP
2655,"Butte Electric Coop, Inc",46000,South Dakota,104522,58,28503,"Western Area Power Administration - Rocky Mountain Region",WACM
2678,"C & L Electric Coop Corp",5000,Arkansas,376248,28,56669,"Midcontinent Independent System Operator",MISO
2773,"City of Cairo - (GA)",13000,Georgia,136980,48,18195,"Southern Company Services, Inc. - Transmission",SOCO
2774,"CMS Electric Coop Inc",20000,Kansas,218801,51,59504,"Southwest Power Pool",SWPP
2812,"City of Calhoun - (GA)",13000,Georgia,426425,48,18195,"Southern Company Services, Inc. - Transmission",SOCO
2830,"Calpine Power America LLC",6000,California,1600778,9,2775,"California Independent System Operator",CISO
2830,"Calpine Power America LLC",23000,Maine,13038,24,13434,"ISO New England Inc.",ISNE
2830,"Calpine Power America LLC",48000,Texas,207821,14,5723,"Electric Reliability Council of Texas",ERCO
2849,"Central Electric Power Assn - (MS)",28000,Mississippi,873428,57,18642,"Tennessee Valley Authority",TVA
2888,"City of Cambridge - (NE)",31000,Nebraska,47472,51,59504,"Southwest Power Pool",SWPP
2890,"City of Camden",45000,South Carolina,181507,10,3046,"Duke Energy Progress East",CPLE
2900,"City of Cameron",29000,Missouri,78145,1,924,"Associated Electric Cooperative, Inc.",AECI
2903,"Canoochee Electric Member Corp",13000,Georgia,430745,48,18195,"Southern Company Services, Inc. - Transmission",SOCO
2910,"City of Camilla",13000,Georgia,149394,48,18195,"Southern Company Services, Inc. - Transmission",SOCO
2911,"Canadian Valley Elec Coop, Inc",40000,Oklahoma,750514,51,59504,"Southwest Power Pool",SWPP
2955,"Canby Utility Board",41000,Oregon,185047,38,15248,"Portland General Electric",PGE
2960,"Caney Fork Electric Coop, Inc",47000,Tennessee,630724,57,18642,"Tennessee Valley Authority",TVA
2961,"Caney Valley El Coop Assn, Inc",20000,Kansas,60590,51,59504,"Southwest Power Pool",SWPP
2974,"Canton Municipal Utilities",28000,Mississippi,119663,28,56669,"Midcontinent Independent System Operator",MISO
2982,"Cape Hatteras Elec Member Corp",37000,North Carolina,141735,39,14725,"PJM Interconnection, LLC",PJM
2985,"Capital Electric Coop, Inc",38000,North Dakota,370636,51,59504,"Southwest Power Pool",SWPP
2986,"Cam Wal Electric Coop, Inc",46000,South Dakota,62238,51,59504,"Southwest Power Pool",SWPP
2998,"Carbon Power & Light, Inc",56000,Wyoming,113328,58,28503,"Western Area Power Administration - Rocky Mountain Region",WACM
3046,"Duke Energy Progress - (NC)",37000,North Carolina,38361581,10,3046,"Duke Energy Progress East",CPLE
3046,"Duke Energy Progress - (NC)",45000,South Carolina,6465697,10,3046,"Duke Energy Progress East",CPLE
3075,"Carroll County - (TN)",47000,Tennessee,443689,57,18642,"Tennessee Valley Authority",TVA
3076,"Carroll Electric Coop, Inc - (OH)",39000,Ohio,163972,39,14725,"PJM Interconnection, LLC",PJM
3081,"Carroll Electric Member Corp - (GA)",13000,Georgia,1110994,48,18195,"Southern Company Services, Inc. - Transmission",SOCO
3093,"Carroll Electric Coop Corp - (AR)",5000,Arkansas,1918309,51,59504,"Southwest Power Pool",SWPP
3093,"Carroll Electric Coop Corp - (AR)",29000,Missouri,151105,51,59504,"Southwest Power Pool",SWPP
3107,"Carteret-Craven El Member Corp",37000,North Carolina,617300,10,3046,"Duke Energy Progress East",CPLE
3108,"City of Cartersville - (GA)",13000,Georgia,588058,48,18195,"Southern Company Services, Inc. - Transmission",SOCO
3113,"City of Carthage - (MO)",29000,Missouri,291849,49,17716,"Southwestern Power Administration",SPA
3203,"Cedar Falls Utilities",19000,Iowa,505570,28,56669,"Midcontinent Independent System Operator",MISO
3205,"Cedar-Knox Public Power Dist",31000,Nebraska,244795,51,59504,"Southwest Power Pool",SWPP
3208,"Cedarburg Light & Water Comm",55000,Wisconsin,104924,28,56669,"Midcontinent Independent System Operator",MISO
3216,"City of Celina - (OH)",39000,Ohio,222687,39,14725,"PJM Interconnection, LLC",PJM
3222,"Central Alabama Electric Coop",1000,Alabama,709021,61,189,"PowerSouth Energy Cooperative",AEC
3226,"Central Rural Electric Cooperative, Inc",40000,Oklahoma,594339,1,924,"Associated Electric Cooperative, Inc.",AECI
3235,"City of Central City",31000,Nebraska,33594,51,59504,"Southwest Power Pool",SWPP
3236,"Central Electric Coop, Inc - (SD)",46000,South Dakota,371897,58,28503,"Western Area Power Administration - Rocky Mountain Region",WACM
3240,"Central Electric Coop Inc - (OR)",41000,Oregon,721227,6,1738,"Bonneville Power Administration - Transmission",BPAT
3245,"Central Florida Elec Coop, Inc",12000,Florida,500976,46,21554,"Seminole Electric Cooperative",SEC
3248,"Central Georgia El Member Corp",13000,Georgia,1275648,48,18195,"Southern Company Services, Inc. - Transmission",SOCO
3249,"Central Hudson Gas & Elec Corp",36000,New York,2803742,34,13501,"New York Independent System Operator",NYIS
