Utility_Number,Utility_Name,State_FIPS,State_Name,Total_Sales_MWh,BA_Code,BA_Number,BA_Long_Name,BA_Short_Name
8147,"City of Harriman - (TN)",47000,Tennessee,212798,57,18642,"Tennessee Valley Authority",TVA
8179,"Harrison County Rural E M C",18000,Indiana,504845,28,56669,"Midcontinent Independent System Operator",MISO
8198,"City of Harrisonburg - (VA)",51000,Virginia,717148,39,14725,"PJM Interconnection, LLC",PJM
8199,"City of Harrisonville - (MO)",29000,Missouri,98859,51,59504,"Southwest Power Pool",SWPP
8210,"Hart Electric Member Corp",13000,Georgia,579739,48,18195,"Southern Company Services, Inc. - Transmission",SOCO
8212,"Hartford Electric",55000,Wisconsin,327492,28,56669,"Midcontinent Independent System Operator",MISO
8226,"City of Hartselle",1000,Alabama,146946,57,18642,"Tennessee Valley Authority",TVA
8245,"City of Hastings - (NE)",31000,Nebraska,403439,51,59504,"Southwest Power Pool",SWPP
8276,"Havana Power & Light Company",12000,Florida,23440,16,6455,"Duke Energy Florida",FPC
8283,"Harrison County Rrl Elec Coop",19000,Iowa,99422,51,59504,"Southwest Power Pool",SWPP
8287,"Hawaii Electric Light Co Inc",15000,Hawaii,1067398,29,-9999,"Missing",NA
8288,"City of Hawarden - (IA)",19000,Iowa,25779,28,56669,"Midcontinent Independent System Operator",MISO
8298,"Hawkeye Tri-County El Coop Inc",19000,Iowa,228060,28,56669,"Midcontinent Independent System Operator",MISO
8307,"Hawley Public Utilities Comm",27000,Minnesota,19298,28,56669,"Midcontinent Independent System Operator",MISO
8319,"Heartland Power Coop",19000,Iowa,306217,28,56669,"Midcontinent Independent System Operator",MISO
8319,"Heartland Power Coop",27000,Minnesota,884,28,56669,"Midcontinent Independent System Operator",MISO
8333,"Haywood Electric Member Corp",13000,Georgia,3210,12,5416,"Duke Energy Carolinas",DUK
8333,"Haywood Electric Member Corp",37000,North Carolina,279091,12,5416,"Duke Energy Carolinas",DUK
8333,"Haywood Electric Member Corp",45000,South Carolina,85,12,5416,"Duke Energy Carolinas",DUK
8348,"City of Healdsburg - (CA)",6000,California,75304,9,2775,"California Independent System Operator",CISO
8366,"Heber Light & Power Company",49000,Utah,162287,36,14379,"PacifiCorp - East",PACE
8375,"City of Hebron - (NE)",31000,Nebraska,22084,51,59504,"Southwest Power Pool",SWPP
8447,"Hendricks County Rural E M C",18000,Indiana,757958,28,56669,"Midcontinent Independent System Operator",MISO
8449,"Henderson City Utility Comm",21000,Kentucky,585975,28,56669,"Midcontinent Independent System Operator",MISO
8466,"Henry County Rural E M C",18000,Indiana,193395,28,56669,"Midcontinent Independent System Operator",MISO
8515,"City of Hermiston",41000,Oregon,103151,6,1738,"Bonneville Power Administration - Transmission",BPAT
8543,"Hibbing Public Utilities Comm",27000,Minnesota,115914,28,56669,"Midcontinent Independent System Operator",MISO
8548,"City of Hickman",21000,Kentucky,18110,57,18642,"Tennessee Valley Authority",TVA
8566,"High Plains Power Inc",56000,Wyoming,874376,58,28503,"Western Area Power Administration - Rocky Mountain Region",WACM
8570,"Highline Electric Assn",8000,Colorado,326115,58,28503,"Western Area Power Administration - Rocky Mountain Region",WACM
8570,"Highline Electric Assn",31000,Nebraska,68968,58,28503,"Western Area Power Administration - Rocky Mountain Region",WACM
8571,"Town of High Point",37000,North Carolina,1161138,12,5416,"Duke Energy Carolinas",DUK
8573,"City of Highland",17000,Illinois,129209,28,56669,"Midcontinent Independent System Operator",MISO
8574,"Jackson Electric Coop, Inc - (WI)",55000,Wisconsin,174559,28,56669,"Midcontinent Independent System Operator",MISO
8610,"City of Hinton",19000,Iowa,8624,28,56669,"Midcontinent Independent System Operator",MISO
8620,"HILCO Electric Cooperative, Inc.",48000,Texas,501499,14,5723,"Electric Reliability Council of Texas",ERCO
8631,"Hillsdale Board of Public Wks",26000,Michigan,121843,28,56669,"Midcontinent Independent System Operator",MISO
8632,"Hill County Electric Coop, Inc",30000,Montana,138222,33,12825,"NorthWestern Energy - Montana",NWMT
8637,"Hino Electric Holding Company",48000,Texas,210958,14,5723,"Electric Reliability Council of Texas",ERCO
8699,"Inland Power & Light Company",16000,Idaho,28664,6,1738,"Bonneville Power Administration - Transmission",BPAT
8699,"Inland Power & Light Company",53000,Washington,855175,6,1738,"Bonneville Power Administration - Transmission",BPAT
8717,"City of Holdrege",31000,Nebraska,121016,51,59504,"Southwest Power Pool",SWPP
8723,"City of Holland",26000,Michigan,1105929,28,56669,"Midcontinent Independent System Operator",MISO
8748,"City of Holly Springs",28000,Mississippi,225585,57,18642,"Tennessee Valley Authority",TVA
8761,"Holmes-Wayne Electric Coop Inc",39000,Ohio,339618,39,14725,"PJM Interconnection, LLC",PJM
8764,"Holston Electric Coop, Inc",47000,Tennessee,801241,57,18642,"Tennessee Valley Authority",TVA
8770,"City of Holton - (KS)",20000,Kansas,47144,51,59504,"Southwest Power Pool",SWPP
8773,"Holy Cross Electric Assn, Inc",8000,Colorado,1190409,41,15466,"Public Service Co. of Colorado",PSCO
8774,"City of Holyoke - (MA)",25000,Massachusetts,360574,24,13434,"ISO New England Inc.",ISNE
8780,"Fox Islands Electric Coop, Inc",23000,Maine,9916,24,13434,"ISO New England Inc.",ISNE
8786,"Horry Electric Coop Inc",45000,South Carolina,1148698,43,17543,"South Carolina Public Service Authority",SC
8795,"City of Homestead - (FL)",12000,Florida,530358,21,8795,"City of Homestead",HST
8796,"City of Hingham - (MA)",25000,Massachusetts,199315,24,13434,"ISO New England Inc.",ISNE
8824,"M J M Electric Cooperative Inc",17000,Illinois,130999,28,56669,"Midcontinent Independent System Operator",MISO
8830,"Hood River Electric Coop",41000,Oregon,112229,6,1738,"Bonneville Power Administration - Transmission",BPAT
8840,"City of Hope",5000,Arkansas,281054,28,56669,"Midcontinent Independent System Operator",MISO
8846,"City of Hopkinsville",21000,Kentucky,360862,57,18642,"Tennessee Valley Authority",TVA
8883,"Houlton Water Company",23000,Maine,72714,30,1,"New Brunswick System Operator",NBSO
8883,"Houlton Water Company",23000,Maine,32951,30,1,"New Brunswick System Operator",NBSO
8884,"Terrebonne Parish Consol Gov't",22000,Louisiana,356233,28,56669,"Midcontinent Independent System Operator",MISO
8898,"Houston County Elec Coop Inc",48000,Texas,408618,14,5723,"Electric Reliability Council of Texas",ERCO
8911,"Howard Electric Coop",29000,Missouri,49720,1,924,"Associated Electric Cooperative, Inc.",AECI
8924,"Howard Greeley Rural P P D",31000,Nebraska,105446,51,59504,"Southwest Power Pool",SWPP
8934,"Howell-Oregon Elec Coop, Inc",29000,Missouri,396029,1,924,"Associated Electric Cooperative, Inc.",AECI
8972,"City of Hudson - (OH)",39000,Ohio,176609,39,14725,"PJM Interconnection, LLC",PJM
8973,"Town of Hudson - (MA)",25000,Massachusetts,236560,24,13434,"ISO New England Inc.",ISNE
9011,"City of Hugoton - (KS)",20000,Kansas,38773,51,59504,"Southwest Power Pool",SWPP
9023,"City of Humboldt",47000,Tennessee,146358,57,18642,"Tennessee Valley Authority",TVA
9087,"Town of Huntersville - (NC)",37000,North Carolina,231302,12,5416,"Duke Energy Carolinas",DUK
9094,"City of Huntsville - (AL)",1000,Alabama,5175972,57,18642,"Tennessee Valley Authority",TVA
9096,"City of Lafayette - (LA)",22000,Louisiana,2027945,28,56669,"Midcontinent Independent System Operator",MISO
9124,"Hustisford Utilities",55000,Wisconsin,18154,28,56669,"Midcontinent Independent System Operator",MISO
9128,"Hurricane City Power",49000,Utah,113175,36,14379,"PacifiCorp - East",PACE
9130,"Hutchinson Utilities Comm",27000,Minnesota,284134,28,56669,"Midcontinent Independent System Operator",MISO
9163,"Hyrum City Corporation",49000,Utah,89111,36,14379,"PacifiCorp - East",PACE
9187,"City of Idaho Falls - (ID)",16000,Idaho,680358,36,14379,"PacifiCorp - East",PACE
9191,"Idaho Power Co",16000,Idaho,13528387,23,9191,"Idaho Power Company",IPCO
9191,"Idaho Power Co",41000,Oregon,667363,23,9191,"Idaho Power Company",IPCO
9209,"Illinois Rural Electric Coop",17000,Illinois,183276,28,56669,"Midcontinent Independent System Operator",MISO
9216,"Imperial Irrigation District",6000,California,3385519,22,9216,"Imperial Irrigation District",IID
9217,"City of Imperial",31000,Nebraska,29447,51,59504,"Southwest Power Pool",SWPP
9230,"City of Independence - (IA)",19000,Iowa,75630,28,56669,"Midcontinent Independent System Operator",MISO
9231,"City of Independence - (MO)",29000,Missouri,1026876,51,59504,"Southwest Power Pool",SWPP
9246,"Indian Electric Coop, Inc",40000,Oklahoma,520550,51,59504,"Southwest Power Pool",SWPP
9273,"Indianapolis Power & Light Co",18000,Indiana,13679291,28,56669,"Midcontinent Independent System Operator",MISO
9275,"Indianola Municipal Utilities",19000,Iowa,126948,28,56669,"Midcontinent Independent System Operator",MISO
9292,"Inter County Energy Coop Corp",21000,Kentucky,459901,39,14725,"PJM Interconnection, LLC",PJM
9324,"Indiana Michigan Power Co",18000,Indiana,15551788,39,14725,"PJM Interconnection, LLC",PJM
9324,"Indiana Michigan Power Co",26000,Michigan,2855832,39,14725,"PJM Interconnection, LLC",PJM
9331,"Intercounty Electric Coop Assn",29000,Missouri,530538,1,924,"Associated Electric Cooperative, Inc.",AECI
9336,"Intermountain Rural Elec Assn",8000,Colorado,2299987,41,15466,"Public Service Co. of Colorado",PSCO
9417,"Interstate Power and Light Co",19000,Iowa,14564378,28,56669,"Midcontinent Independent System Operator",MISO
9418,"City of Iola - (KS)",20000,Kansas,96616,51,59504,"Southwest Power Pool",SWPP
9425,"Iowa Lakes Electric Coop",19000,Iowa,592759,51,59504,"Southwest Power Pool",SWPP
9431,"Irwin Electric Membership Corp",13000,Georgia,207228,48,18195,"Southern Company Services, Inc. - Transmission",SOCO
9442,"Town of Ipswich - (MA)",25000,Massachusetts,111519,24,13434,"ISO New England Inc.",ISNE
9475,"Itasca-Mantrap Co-op Electrical Assn",27000,Minnesota,207550,28,56669,"Midcontinent Independent System Operator",MISO
9575,"Jackson Energy Coop Corp - (KY)",21000,Kentucky,885741,39,14725,"PJM Interconnection, LLC",PJM
9576,"Jackson County Rural E M C - (IN)",18000,Indiana,459130,28,56669,"Midcontinent Independent System Operator",MISO
9590,"Jackson Electric Coop, Inc - (TX)",48000,Texas,699465,14,5723,"Electric Reliability Council of Texas",ERCO
9598,"City of Jackson - (OH)",39000,Ohio,187078,39,14725,"PJM Interconnection, LLC",PJM
9599,"City of Jackson - (MN)",27000,Minnesota,45082,28,56669,"Midcontinent Independent System Operator",MISO
9601,"Jackson Electric Member Corp - (GA)",13000,Georgia,5378301,48,18195,"Southern Company Services, Inc. - Transmission",SOCO
9603,"City of Jackson - (MO)",29000,Missouri,143701,28,56669,"Midcontinent Independent System Operator",MISO
9605,"Jackson Purchase Energy Corporation",21000,Kentucky,635937,28,56669,"Midcontinent Independent System Operator",MISO
9612,"City of Jackson - (TN)",47000,Tennessee,1717993,57,18642,"Tennessee Valley Authority",TVA
9613,"City of Lebanon - (IN)",18000,Indiana,219346,28,56669,"Midcontinent Independent System Operator",MISO
9616,"Beaches Energy Services",12000,Florida,724872,17,6452,"Florida Power and Light Company",FPL
9617,"JEA",12000,Florida,11987738,25,9617,"JEA",JEA
9645,"Jamestown Board of Public Util",36000,New York,426415,34,13501,"New York Independent System Operator",NYIS
9645,"Jamestown Board of Public Util",36000,New York,10823,34,13501,"New York Independent System Operator",NYIS
9664,"City of Jasper - (TX)",48000,Texas,94879,28,56669,"Midcontinent Independent System Operator",MISO
9665,"Jasper County Rural E M C",18000,Indiana,227295,28,56669,"Midcontinent Independent System Operator",MISO
9666,"Jay County Rural E M C",18000,Indiana,188799,39,14725,"PJM Interconnection, LLC",PJM
9667,"City of Jasper - (IN)",18000,Indiana,302273,28,56669,"Midcontinent Independent System Operator",MISO
9668,"Jasper-Newton Elec Coop, Inc",48000,Texas,428275,28,56669,"Midcontinent Independent System Operator",MISO
9682,"Jefferson Davis Elec Coop, Inc",22000,Louisiana,254909,28,56669,"Midcontinent Independent System Operator",MISO
9689,"Jefferson Electric Member Corp",13000,Georgia,577270,48,18195,"Southern Company Services, Inc. - Transmission",SOCO
9690,"Jefferson Utilities",55000,Wisconsin,117604,28,56669,"Midcontinent Independent System Operator",MISO
9697,"City of Jellico",21000,Kentucky,29804,57,18642,"Tennessee Valley Authority",TVA
9697,"City of Jellico",47000,Tennessee,43603,57,18642,"Tennessee Valley Authority",TVA
9699,"Jemez Mountains Elec Coop, Inc",35000,New Mexico,369928,59,25471,"Western Area Power Administration - Desert Southwest Region",WALC
9726,"Jersey Central Power & Lt Co",34000,New Jersey,10235622,39,14725,"PJM Interconnection, LLC",PJM
9726,"Jersey Central Power & Lt Co",34000,New Jersey,10707691,39,14725,"PJM Interconnection, LLC",PJM
9734,"City of Jewett City - (CT)",9000,Connecticut,22311,24,13434,"ISO New England Inc.",ISNE
9739,"Joe Wheeler Elec Member Corp",1000,Alabama,1679183,57,18642,"Tennessee Valley Authority",TVA
9750,"Jo-Carroll Energy Coop Inc",17000,Illinois,531321,28,56669,"Midcontinent Independent System Operator",MISO
9777,"Johnson City - (TN)",47000,Tennessee,1918859,57,18642,"Tennessee Valley Authority",TVA
9778,"Johnson County Rural E M C",18000,Indiana,480745,28,56669,"Midcontinent Independent System Operator",MISO
9837,"Jones-Onslow Elec Member Corp",37000,North Carolina,1178063,10,3046,"Duke Energy Progress East",CPLE
9879,"City Water and Light Plant",5000,Arkansas,1335874,28,56669,"Midcontinent Independent System Operator",MISO
9922,"Jump River Electric Coop Inc",55000,Wisconsin,90877,28,56669,"Midcontinent Independent System Operator",MISO
9936,"Juneau Utility Comm",55000,Wisconsin,47835,28,56669,"Midcontinent Independent System Operator",MISO
9949,"Just Energy",25000,Massachusetts,257809,24,13434,"ISO New England Inc.",ISNE
9949,"Just Energy",42000,Pennsylvania,59248,39,14725,"PJM Interconnection, LLC",PJM
9949,"Just Energy",48000,Texas,3879076,14,5723,"Electric Reliability Council of Texas",ERCO
9964,"Kenergy Corp",21000,Kentucky,7153295,28,56669,"Midcontinent Independent System Operator",MISO
9991,"Kandiyohi Power Coop",27000,Minnesota,157805,28,56669,"Midcontinent Independent System Operator",MISO
9996,"City of Kansas City - (KS)",20000,Kansas,2212295,51,59504,"Southwest Power Pool",SWPP
9999,"Kankakee Valley Rural E M C",18000,Indiana,288414,28,56669,"Midcontinent Independent System Operator",MISO
10000,"Kansas City Power & Light Co",20000,Kansas,6370266,51,59504,"Southwest Power Pool",SWPP
10000,"Kansas City Power & Light Co",29000,Missouri,8435166,51,59504,"Southwest Power Pool",SWPP
10005,"Kansas Gas & Electric Co",20000,Kansas,9743174,51,59504,"Southwest Power Pool",SWPP
10009,"Karnes Electric Coop Inc",48000,Texas,966252,14,5723,"Electric Reliability Council of Texas",ERCO
10012,"Kay Electric Coop",40000,Oklahoma,409500,51,59504,"Southwest Power Pool",SWPP
10019,"Kaw Valley Electric Coop Inc",20000,Kansas,143893,51,59504,"Southwest Power Pool",SWPP
10056,"City of Kaukauna",55000,Wisconsin,689222,28,56669,"Midcontinent Independent System Operator",MISO
10057,"City of Lamar - (MO)",29000,Missouri,60639,1,924,"Associated Electric Cooperative, Inc.",AECI
10063,"Kaysville City Corporation",49000,Utah,146859,36,14379,"PacifiCorp - East",PACE
10065,"KBR Rural Public Power District",31000,Nebraska,92974,51,59504,"Southwest Power Pool",SWPP
10066,"K C Electric Association",8000,Colorado,195537,58,28503,"Western Area Power Administration - Rocky Mountain Region",WACM
10071,"Kauai Island Utility Cooperative",15000,Hawaii,439088,29,-9999,"Missing",NA
10144,"Kennebunk Light & Power Dist",23000,Maine,108393,24,13434,"ISO New England Inc.",ISNE
10152,"City of Kennett - (MO)",29000,Missouri,138413,51,59504,"Southwest Power Pool",SWPP
10153,"KEM Electric Coop Inc",38000,North Dakota,78233,51,59504,"Southwest Power Pool",SWPP
10170,"Kiamichi Electric Coop, Inc",40000,Oklahoma,337600,1,924,"Associated Electric Cooperative, Inc.",AECI
10171,"Kentucky Utilities Co",21000,Kentucky,18146051,27,11249,"Louisville Gas & Electric and Kentucky Utilities",LGEE
10171,"Kentucky Utilities Co",47000,Tennessee,85,27,11249,"Louisville Gas & Electric and Kentucky Utilities",LGEE
10171,"Kentucky Utilities Co",51000,Virginia,735228,27,11249,"Louisville Gas & Electric and Kentucky Utilities",LGEE
10179,"Kenyon Municipal Utilities",27000,Minnesota,16052,28,56669,"Midcontinent Independent System Operator",MISO
10210,"Ketchikan Public Utilities",2000,Alaska,165107,29,-9999,"Missing",NA
10226,"City of Key West - (FL)",12000,Florida,742272,15,14610,"Florida Municipal Power Pool",FMPP
10260,"City of Kimball - (NE)",31000,Nebraska,20488,58,28503,"Western Area Power Administration - Rocky Mountain Region",WACM
10321,"City of Kingman - (KS)",20000,Kansas,38441,51,59504,"Southwest Power Pool",SWPP
10324,"City of Kings Mountain - (NC)",37000,North Carolina,140241,12,5416,"Duke Energy Carolinas",DUK
10325,"Kings River Conservation Dist",6000,California,238381,9,2775,"California Independent System Operator",CISO
10331,"Kingsport Power Co",47000,Tennessee,2038552,39,14725,"PJM Interconnection, LLC",PJM
10345,"City of Kinston - (NC)",37000,North Carolina,448366,10,3046,"Duke Energy Progress East",CPLE
10370,"City of Kirkwood - (MO)",29000,Missouri,206982,28,56669,"Midcontinent Independent System Operator",MISO
10376,"Kissimmee Utility Authority",12000,Florida,1513110,15,14610,"Florida Municipal Power Pool",FMPP
10378,"Kit Carson Electric Coop, Inc",35000,New Mexico,265802,40,15473,"Public Service Co. of New Mexico",PNM
10393,"PUD No 1 of Klickitat County",53000,Washington,331269,6,1738,"Bonneville Power Administration - Transmission",BPAT
10421,"Knoxville Utilities Board",47000,Tennessee,5495823,57,18642,"Tennessee Valley Authority",TVA
10433,"Kodiak Electric Assn Inc",2000,Alaska,142741,29,-9999,"Missing",NA
10448,"Kosciusko County Rural E M C",18000,Indiana,468275,28,56669,"Midcontinent Independent System Operator",MISO
10451,"Kotzebue Electric Assn Inc",2000,Alaska,19232,29,-9999,"Missing",NA
10454,"Kootenai Electric Cooperative",16000,Idaho,419675,3,20169,"Avista Corporation",AVA
10454,"Kootenai Electric Cooperative",53000,Washington,2513,3,20169,"Avista Corporation",AVA
10508,"Village of L'Anse - (MI)",26000,Michigan,12086,28,56669,"Midcontinent Independent System Operator",MISO
10539,"La Plata Electric Assn, Inc",8000,Colorado,945381,58,28503,"Western Area Power Administration - Rocky Mountain Region",WACM
10550,"McCook Public Power District",31000,Nebraska,145536,51,59504,"Southwest Power Pool",SWPP
10558,"LaCreek Electric Assn, Inc",31000,Nebraska,5506,58,28503,"Western Area Power Administration - Rocky Mountain Region",WACM
10558,"LaCreek Electric Assn, Inc",46000,South Dakota,112971,58,28503,"Western Area Power Administration - Rocky Mountain Region",WACM
10562,"Lagrange County Rural E M C",18000,Indiana,95149,28,56669,"Midcontinent Independent System Operator",MISO
10579,"City of LaFollette",47000,Tennessee,394872,57,18642,"Tennessee Valley Authority",TVA
10585,"City of La Grange - (GA)",13000,Georgia,541977,48,18195,"Southern Company Services, Inc. - Transmission",SOCO
10595,"City of Lake City - (MN)",27000,Minnesota,138301,28,56669,"Midcontinent Independent System Operator",MISO
10596,"City of Lake Crystal - (MN)",27000,Minnesota,16070,28,56669,"Midcontinent Independent System Operator",MISO
10599,"Lake Region Electric Coop, Inc - (OK)",40000,Oklahoma,390378,1,924,"Associated Electric Cooperative, Inc.",AECI
10603,"Laclede Electric Coop, Inc",29000,Missouri,627073,1,924,"Associated Electric Cooperative, Inc.",AECI
10605,"Lake Mills Light & Water",55000,Wisconsin,65733,28,56669,"Midcontinent Independent System Operator",MISO
10606,"City of Lake Mills",19000,Iowa,22398,28,56669,"Midcontinent Independent System Operator",MISO
10610,"Lake Placid Village, Inc - (NY)",36000,New York,157936,34,13501,"New York Independent System Operator",NYIS
10618,"Lake Region Electric Cooperative - (MN)",27000,Minnesota,420652,28,56669,"Midcontinent Independent System Operator",MISO
10620,"City of Lake Worth - (FL)",12000,Florida,434758,15,14610,"Florida Municipal Power Pool",FMPP
10623,"City of Lakeland - (FL)",12000,Florida,3030066,15,14610,"Florida Municipal Power Pool",FMPP
10624,"Southern Rivers Energy",13000,Georgia,328252,48,18195,"Southern Company Services, Inc. - Transmission",SOCO
10625,"Lamb County Electric Coop, Inc",48000,Texas,297851,51,59504,"Southwest Power Pool",SWPP
10627,"Lakeview Light & Power",53000,Washington,251156,6,1738,"Bonneville Power Administration - Transmission",BPAT
10629,"City of Lakota - (ND)",38000,North Dakota,13241,51,59504,"Southwest Power Pool",SWPP
10632,"Lake Region Electric Assn, Inc - (SD)",46000,South Dakota,167178,58,28503,"Western Area Power Administration - Rocky Mountain Region",WACM
10649,"Lamar County Elec Coop Assn",48000,Texas,197369,14,5723,"Electric Reliability Council of Texas",ERCO
10650,"City of Lamoni - (IA)",19000,Iowa,22477,28,56669,"Midcontinent Independent System Operator",MISO
10656,"City of Lampasas - (TX)",48000,Texas,100539,14,5723,"Electric Reliability Council of Texas",ERCO
10668,"Licking Rural Electric Inc",39000,Ohio,373760,39,14725,"PJM Interconnection, LLC",PJM
10681,"Lane Electric Coop Inc",41000,Oregon,222380,6,1738,"Bonneville Power Administration - Transmission",BPAT
10697,"Lake Country Power",27000,Minnesota,585895,28,56669,"Midcontinent Independent System Operator",MISO
10702,"Borough of Lansdale",42000,Pennsylvania,115034,39,14725,"PJM Interconnection, LLC",PJM
10704,"City of Lansing - (MI)",26000,Michigan,2170402,28,56669,"Midcontinent Independent System Operator",MISO
10713,"City of Larned - (KS)",20000,Kansas,38493,51,59504,"Southwest Power Pool",SWPP
10724,"Lassen Municipal Utility District",6000,California,130625,9,2775,"California Independent System Operator",CISO
10728,"Lane-Scott Electric Coop, Inc",20000,Kansas,130253,51,59504,"Southwest Power Pool",SWPP
10768,"Laurens Electric Coop, Inc",45000,South Carolina,1047715,12,5416,"Duke Energy Carolinas",DUK
10769,"City of Laurens - (IA)",19000,Iowa,26218,51,59504,"Southwest Power Pool",SWPP
10770,"City of Laurinburg - (NC)",37000,North Carolina,134159,10,3046,"Duke Energy Progress East",CPLE
10798,"Lawrenceburg Municipal Utils",18000,Indiana,149005,28,56669,"Midcontinent Independent System Operator",MISO
10799,"City of Lawrenceburg",47000,Tennessee,486825,57,18642,"Tennessee Valley Authority",TVA
10800,"City of Lawrenceville - (GA)",13000,Georgia,324656,48,18195,"Southern Company Services, Inc. - Transmission",SOCO
10801,"Leavenworth-Jefferson E C, Inc",20000,Kansas,122124,51,59504,"Southwest Power Pool",SWPP
10814,"City of Le Sueur - (MN)",27000,Minnesota,97043,28,56669,"Midcontinent Independent System Operator",MISO
10817,"Lea County Electric Coop, Inc",35000,New Mexico,796682,51,59504,"Southwest Power Pool",SWPP
10817,"Lea County Electric Coop, Inc",48000,Texas,356833,51,59504,"Southwest Power Pool",SWPP
10830,"City of Lebanon - (OH)",39000,Ohio,348401,39,14725,"PJM Interconnection, LLC",PJM
10832,"City of Lebanon - (MO)",29000,Missouri,260262,1,924,"Associated Electric Cooperative, Inc.",AECI
10857,"Lee County Electric Coop, Inc",12000,Florida,3800338,17,6452,"Florida Power and Light Company",FPL
10868,"City of Leesburg - (FL)",12000,Florida,473329,16,6455,"Duke Energy Florida",FPC
10879,"Lehi City Corporation",49000,Utah,330437,36,14379,"PacifiCorp - East",PACE
10906,"City of Lenoir - (TN)",47000,Tennessee,1656361,57,18642,"Tennessee Valley Authority",TVA
10908,"City of Lenox - (IA)",19000,Iowa,16958,28,56669,"Midcontinent Independent System Operator",MISO
10944,"PUD No 1 of Lewis County",53000,Washington,902458,6,1738,"Bonneville Power Administration - Transmission",BPAT
10960,"City of Lewisburg - (TN)",47000,Tennessee,335690,57,18642,"Tennessee Valley Authority",TVA
10962,"Lewis County Rural E C A",29000,Missouri,113497,1,924,"Associated Electric Cooperative, Inc.",AECI
10966,"City of Lexington - (NC)",37000,North Carolina,391732,12,5416,"Duke Energy Carolinas",DUK
10967,"City of Lexington - (NE)",31000,Nebraska,206001,51,59504,"Southwest Power Pool",SWPP
10968,"City of Lexington - (TN)",47000,Tennessee,437170,57,18642,"Tennessee Valley Authority",TVA
10982,"City of Liberty - (TX)",48000,Texas,144578,28,56669,"Midcontinent Independent System Operator",MISO
11011,"Licking Valley Rural E C C",21000,Kentucky,246184,39,14725,"PJM Interconnection, LLC",PJM
11014,"Lighthouse Electric Coop, Inc",48000,Texas,210105,14,5723,"Electric Reliability Council of Texas",ERCO
11018,"Lincoln Electric System",31000,Nebraska,3231887,51,59504,"Southwest Power Pool",SWPP
11019,"Little River Electric Coop Inc",45000,South Carolina,188012,12,5416,"Duke Energy Carolinas",DUK
11022,"Lincoln Electric Coop, Inc",30000,Montana,107497,6,1738,"Bonneville Power Administration - Transmission",BPAT
11053,"Linn County REC",19000,Iowa,454224,28,56669,"Midcontinent Independent System Operator",MISO
11064,"Litchfield Public Utilities",27000,Minnesota,122692,28,56669,"Midcontinent Independent System Operator",MISO
11085,"Town of Littleton - (MA)",25000,Massachusetts,288225,24,13434,"ISO New England Inc.",ISNE
11118,"Lockhart Power Co",45000,South Carolina,195560,12,5416,"Duke Energy Carolinas",DUK
11119,"City of Lockhart - (TX)",48000,Texas,102515,14,5723,"Electric Reliability Council of Texas",ERCO
11124,"City of Lodi - (CA)",6000,California,426217,9,2775,"California Independent System Operator",CISO
11125,"City of Lodi - (WI)",55000,Wisconsin,28187,28,56669,"Midcontinent Independent System Operator",MISO
11135,"City of Logan - (UT)",49000,Utah,394264,36,14379,"PacifiCorp - East",PACE
11142,"City of Logansport - (IN)",18000,Indiana,431583,28,56669,"Midcontinent Independent System Operator",MISO
11148,"City of Lompoc - (CA)",6000,California,131516,9,2775,"California Independent System Operator",CISO
11171,"Long Island Power Authority",36000,New York,17852922,34,13501,"New York Independent System Operator",NYIS
11171,"Long Island Power Authority",36000,New York,1747069,34,13501,"New York Independent System Operator",NYIS
11187,"City of Longmont",8000,Colorado,781817,41,15466,"Public Service Co. of Colorado",PSCO
11200,"Lorain-Medina R E C, Inc",39000,Ohio,312496,39,14725,"PJM Interconnection, LLC",PJM
11203,"Logan County Coop Power & Light",39000,Ohio,176616,39,14725,"PJM Interconnection, LLC",PJM
11204,"Los Alamos County",35000,New Mexico,579584,40,15473,"Public Service Co. of New Mexico",PNM
11208,"Los Angeles Department of Water & Power",6000,California,22666258,26,11208,"Los Angeles Department of Water and Power",LDWP
11222,"Loudon Utilities Board",47000,Tennessee,598634,57,18642,"Tennessee Valley Authority",TVA
11241,"Entergy Louisiana LLC",22000,Louisiana,54598974,28,56669,"Midcontinent Independent System Operator",MISO
11247,"Louisville Electric System",28000,Mississippi,97315,57,18642,"Tennessee Valley Authority",TVA
11249,"Louisville Gas & Electric Co",21000,Kentucky,11947052,27,11249,"Louisville Gas & Electric and Kentucky Utilities",LGEE
11250,"Loup Valleys Rural P P D",31000,Nebraska,125147,51,59504,"Southwest Power Pool",SWPP
11251,"Loup River Public Power Dist",31000,Nebraska,1111642,51,59504,"Southwest Power Pool",SWPP
11256,"City of Loveland - (CO)",8000,Colorado,702647,41,15466,"Public Service Co. of Colorado",PSCO
11272,"Lower Yellowstone R E A, Inc",30000,Montana,205371,60,19610,"Western Area Power Administration - UGP West",WAUW
11272,"Lower Yellowstone R E A, Inc",38000,North Dakota,60591,51,59504,"Southwest Power Pool",SWPP
11273,"Lower Valley Energy Inc",16000,Idaho,64397,6,1738,"Bonneville Power Administration - Transmission",BPAT
11273,"Lower Valley Energy Inc",56000,Wyoming,685533,6,1738,"Bonneville Power Administration - Transmission",BPAT
11291,"Lumbee River Elec Member Corp",37000,North Carolina,1263667,10,3046,"Duke Energy Progress East",CPLE
