Utility_Number,Utility_Name,State_FIPS,State_Name,Total_Sales_MWh,BA_Code,BA_Number,BA_Long_Name,BA_Short_Name
9682,"Jefferson Davis Elec Coop, Inc",22000,Louisiana,238196,28,56669,"Midcontinent Independent System Operator",MISO
9689,"Jefferson Electric Member Corp",13000,Georgia,543219,48,18195,"Southern Company Services, Inc. - Transmission",SOCO
9690,"Jefferson Utilities",55000,Wisconsin,94855,28,56669,"Midcontinent Independent System Operator",MISO
9697,"City of Jellico",21000,Kentucky,27765,57,18642,"Tennessee Valley Authority",TVA
9697,"City of Jellico",47000,Tennessee,40967,57,18642,"Tennessee Valley Authority",TVA
9699,"Jemez Mountains Elec Coop, Inc",35000,New Mexico,391271,59,25471,"Western Area Power Administration - Desert Southwest Region",WALC
9726,"Jersey Central Power & Lt Co",34000,New Jersey,9761086,39,14725,"PJM Interconnection, LLC",PJM
9726,"Jersey Central Power & Lt Co",34000,New Jersey,10558758,39,14725,"PJM Interconnection, LLC",PJM
9734,"City of Jewett City - (CT)",9000,Connecticut,21945,24,13434,"ISO New England Inc.",ISNE
9739,"Joe Wheeler Elec Member Corp",1000,Alabama,1627200,57,18642,"Tennessee Valley Authority",TVA
9750,"Jo-Carroll Energy, Inc",17000,Illinois,528613,28,56669,"Midcontinent Independent System Operator",MISO
9777,"Johnson City - (TN)",47000,Tennessee,1815148,57,18642,"Tennessee Valley Authority",TVA
9778,"Johnson County Rural E M C",18000,Indiana,474548,28,56669,"Midcontinent Independent System Operator",MISO
9837,"Jones-Onslow Elec Member Corp",37000,North Carolina,1161386,10,3046,"Duke Energy Progress East",CPLE
9879,"City Water and Light Plant",5000,Arkansas,1293452,28,56669,"Midcontinent Independent System Operator",MISO
9922,"Jump River Electric Coop Inc",55000,Wisconsin,92192,28,56669,"Midcontinent Independent System Operator",MISO
9936,"Juneau Utility Comm",55000,Wisconsin,45119,28,56669,"Midcontinent Independent System Operator",MISO
9949,"Just Energy",25000,Massachusetts,175053,24,13434,"ISO New England Inc.",ISNE
9949,"Just Energy",42000,Pennsylvania,71025,39,14725,"PJM Interconnection, LLC",PJM
9949,"Just Energy",48000,Texas,3763024,14,5723,"Electric Reliability Council of Texas",ERCO
9964,"Kenergy Corp",21000,Kentucky,7108898,28,56669,"Midcontinent Independent System Operator",MISO
9991,"Kandiyohi Power Coop",27000,Minnesota,157538,28,56669,"Midcontinent Independent System Operator",MISO
9996,"City of Kansas City - (KS)",20000,Kansas,2136486,51,59504,"Southwest Power Pool",SWPP
9999,"Kankakee Valley Rural E M C",18000,Indiana,279950,28,56669,"Midcontinent Independent System Operator",MISO
10000,"Kansas City Power & Light Co",20000,Kansas,6245054,51,59504,"Southwest Power Pool",SWPP
10000,"Kansas City Power & Light Co",29000,Missouri,8289428,51,59504,"Southwest Power Pool",SWPP
10005,"Kansas Gas & Electric Co",20000,Kansas,9683824,51,59504,"Southwest Power Pool",SWPP
10009,"Karnes Electric Coop Inc",48000,Texas,1039770,14,5723,"Electric Reliability Council of Texas",ERCO
10012,"Kay Electric Coop",40000,Oklahoma,317247,51,59504,"Southwest Power Pool",SWPP
10019,"FreeState Electric Coop",20000,Kansas,259069,51,59504,"Southwest Power Pool",SWPP
10056,"City of Kaukauna",55000,Wisconsin,638253,28,56669,"Midcontinent Independent System Operator",MISO
10057,"City of Lamar - (MO)",29000,Missouri,58334,1,924,"Associated Electric Cooperative, Inc.",AECI
10063,"Kaysville City Corporation",49000,Utah,148585,36,14379,"PacifiCorp - East",PACE
10065,"KBR Rural Public Power District",31000,Nebraska,94256,51,59504,"Southwest Power Pool",SWPP
10066,"K C Electric Association",8000,Colorado,179023,58,28503,"Western Area Power Administration - Rocky Mountain Region",WACM
10071,"Kauai Island Utility Cooperative",15000,Hawaii,445098,29,-9999,"Missing",NA
10144,"Kennebunk Light & Power Dist",23000,Maine,91462,24,13434,"ISO New England Inc.",ISNE
10152,"City of Kennett - (MO)",29000,Missouri,131384,51,59504,"Southwest Power Pool",SWPP
10153,"KEM Electric Coop Inc",38000,North Dakota,82904,51,59504,"Southwest Power Pool",SWPP
10170,"Kiamichi Electric Coop, Inc",40000,Oklahoma,324235,1,924,"Associated Electric Cooperative, Inc.",AECI
10171,"Kentucky Utilities Co",21000,Kentucky,17526414,27,11249,"Louisville Gas & Electric and Kentucky Utilities",LGEE
10171,"Kentucky Utilities Co",47000,Tennessee,78,27,11249,"Louisville Gas & Electric and Kentucky Utilities",LGEE
10171,"Kentucky Utilities Co",51000,Virginia,702246,27,11249,"Louisville Gas & Electric and Kentucky Utilities",LGEE
10179,"Kenyon Municipal Utilities",27000,Minnesota,15463,28,56669,"Midcontinent Independent System Operator",MISO
10210,"Ketchikan Public Utilities",2000,Alaska,175448,29,-9999,"Missing",NA
10226,"City of Key West - (FL)",12000,Florida,714631,15,14610,"Florida Municipal Power Pool",FMPP
10260,"City of Kimball - (NE)",31000,Nebraska,20483,58,28503,"Western Area Power Administration - Rocky Mountain Region",WACM
10321,"City of Kingman - (KS)",20000,Kansas,38825,51,59504,"Southwest Power Pool",SWPP
10324,"City of Kings Mountain - (NC)",37000,North Carolina,142156,12,5416,"Duke Energy Carolinas",DUK
10325,"Kings River Conservation Dist",6000,California,899458,9,2775,"California Independent System Operator",CISO
10331,"Kingsport Power Co",47000,Tennessee,1971080,39,14725,"PJM Interconnection, LLC",PJM
10345,"City of Kinston - (NC)",37000,North Carolina,445208,10,3046,"Duke Energy Progress East",CPLE
10370,"City of Kirkwood - (MO)",29000,Missouri,202311,28,56669,"Midcontinent Independent System Operator",MISO
10376,"Kissimmee Utility Authority",12000,Florida,1506267,15,14610,"Florida Municipal Power Pool",FMPP
10378,"Kit Carson Electric Coop, Inc",35000,New Mexico,261230,40,15473,"Public Service Co. of New Mexico",PNM
10393,"PUD No 1 of Klickitat County",53000,Washington,354781,6,1738,"Bonneville Power Administration - Transmission",BPAT
10421,"Knoxville Utilities Board",47000,Tennessee,5220775,57,18642,"Tennessee Valley Authority",TVA
10433,"Kodiak Electric Assn Inc",2000,Alaska,150829,29,-9999,"Missing",NA
10448,"Kosciusko County Rural E M C",18000,Indiana,467398,28,56669,"Midcontinent Independent System Operator",MISO
10451,"Kotzebue Electric Assn Inc",2000,Alaska,19408,29,-9999,"Missing",NA
10454,"Kootenai Electric Coop Inc",16000,Idaho,467196,3,20169,"Avista Corporation",AVA
10454,"Kootenai Electric Coop Inc",53000,Washington,2834,3,20169,"Avista Corporation",AVA
10508,"Village of L'Anse - (MI)",26000,Michigan,11632,28,56669,"Midcontinent Independent System Operator",MISO
10539,"La Plata Electric Assn, Inc",8000,Colorado,930987,58,28503,"Western Area Power Administration - Rocky Mountain Region",WACM
10550,"McCook Public Power District",31000,Nebraska,175868,51,59504,"Southwest Power Pool",SWPP
10558,"LaCreek Electric Assn, Inc",31000,Nebraska,6320,58,28503,"Western Area Power Administration - Rocky Mountain Region",WACM
10558,"LaCreek Electric Assn, Inc",46000,South Dakota,114975,58,28503,"Western Area Power Administration - Rocky Mountain Region",WACM
10562,"Lagrange County Rural E M C",18000,Indiana,93859,28,56669,"Midcontinent Independent System Operator",MISO
10579,"City of LaFollette",47000,Tennessee,381605,57,18642,"Tennessee Valley Authority",TVA
10585,"City of La Grange - (GA)",13000,Georgia,499502,48,18195,"Southern Company Services, Inc. - Transmission",SOCO
10595,"City of Lake City - (MN)",27000,Minnesota,145014,28,56669,"Midcontinent Independent System Operator",MISO
10596,"City of Lake Crystal - (MN)",27000,Minnesota,15820,28,56669,"Midcontinent Independent System Operator",MISO
10599,"Lake Region Electric Coop, Inc - (OK)",40000,Oklahoma,369443,1,924,"Associated Electric Cooperative, Inc.",AECI
10603,"Laclede Electric Coop, Inc",29000,Missouri,589716,1,924,"Associated Electric Cooperative, Inc.",AECI
10605,"Lake Mills Light & Water",55000,Wisconsin,62198,28,56669,"Midcontinent Independent System Operator",MISO
10606,"City of Lake Mills",19000,Iowa,23510,28,56669,"Midcontinent Independent System Operator",MISO
10610,"Lake Placid Village, Inc - (NY)",36000,New York,161223,34,13501,"New York Independent System Operator",NYIS
10618,"Lake Region Electric Cooperative - (MN)",27000,Minnesota,427941,28,56669,"Midcontinent Independent System Operator",MISO
10620,"City of Lake Worth - (FL)",12000,Florida,439747,15,14610,"Florida Municipal Power Pool",FMPP
10623,"City of Lakeland - (FL)",12000,Florida,3017651,15,14610,"Florida Municipal Power Pool",FMPP
10624,"Southern Rivers Energy",13000,Georgia,315047,48,18195,"Southern Company Services, Inc. - Transmission",SOCO
10625,"Lamb County Electric Coop, Inc",48000,Texas,277089,51,59504,"Southwest Power Pool",SWPP
10627,"Lakeview Light & Power",53000,Washington,264148,6,1738,"Bonneville Power Administration - Transmission",BPAT
10629,"City of Lakota - (ND)",38000,North Dakota,12956,51,59504,"Southwest Power Pool",SWPP
10632,"Lake Region Electric Assn, Inc - (SD)",46000,South Dakota,192402,58,28503,"Western Area Power Administration - Rocky Mountain Region",WACM
10649,"Lamar County Elec Coop Assn",48000,Texas,199600,14,5723,"Electric Reliability Council of Texas",ERCO
10650,"City of Lamoni - (IA)",19000,Iowa,22170,28,56669,"Midcontinent Independent System Operator",MISO
10656,"City of Lampasas - (TX)",48000,Texas,101410,14,5723,"Electric Reliability Council of Texas",ERCO
10668,"Licking Rural Electric Inc",39000,Ohio,358238,39,14725,"PJM Interconnection, LLC",PJM
10681,"Lane Electric Coop Inc",41000,Oregon,244017,6,1738,"Bonneville Power Administration - Transmission",BPAT
10697,"Lake Country Power",27000,Minnesota,600047,28,56669,"Midcontinent Independent System Operator",MISO
10702,"Borough of Lansdale",42000,Pennsylvania,111796,39,14725,"PJM Interconnection, LLC",PJM
10704,"City of Lansing - (MI)",26000,Michigan,2096596,28,56669,"Midcontinent Independent System Operator",MISO
10713,"City of Larned - (KS)",20000,Kansas,38814,51,59504,"Southwest Power Pool",SWPP
10724,"Lassen Municipal Utility District",6000,California,128445,9,2775,"California Independent System Operator",CISO
10728,"Lane-Scott Electric Coop, Inc",20000,Kansas,129976,51,59504,"Southwest Power Pool",SWPP
10768,"Laurens Electric Coop, Inc",45000,South Carolina,1023921,12,5416,"Duke Energy Carolinas",DUK
10769,"City of Laurens - (IA)",19000,Iowa,24497,51,59504,"Southwest Power Pool",SWPP
10770,"City of Laurinburg - (NC)",37000,North Carolina,131294,10,3046,"Duke Energy Progress East",CPLE
10798,"Lawrenceburg Municipal Utils",18000,Indiana,147044,28,56669,"Midcontinent Independent System Operator",MISO
10799,"City of Lawrenceburg",47000,Tennessee,459583,57,18642,"Tennessee Valley Authority",TVA
10800,"City of Lawrenceville - (GA)",13000,Georgia,313756,48,18195,"Southern Company Services, Inc. - Transmission",SOCO
10814,"City of Le Sueur - (MN)",27000,Minnesota,95637,28,56669,"Midcontinent Independent System Operator",MISO
10817,"Lea County Electric Coop, Inc",35000,New Mexico,815396,51,59504,"Southwest Power Pool",SWPP
10817,"Lea County Electric Coop, Inc",48000,Texas,427450,51,59504,"Southwest Power Pool",SWPP
10830,"City of Lebanon - (OH)",39000,Ohio,352670,39,14725,"PJM Interconnection, LLC",PJM
10832,"City of Lebanon - (MO)",29000,Missouri,242898,1,924,"Associated Electric Cooperative, Inc.",AECI
10857,"Lee County Electric Coop, Inc",12000,Florida,3809847,17,6452,"Florida Power and Light Company",FPL
10868,"City of Leesburg - (FL)",12000,Florida,474093,16,6455,"Duke Energy Florida",FPC
10879,"Lehi City Corporation",49000,Utah,355615,36,14379,"PacifiCorp - East",PACE
10906,"City of Lenoir - (TN)",47000,Tennessee,1576099,57,18642,"Tennessee Valley Authority",TVA
10908,"City of Lenox - (IA)",19000,Iowa,16157,28,56669,"Midcontinent Independent System Operator",MISO
10944,"PUD No 1 of Lewis County",53000,Washington,954331,6,1738,"Bonneville Power Administration - Transmission",BPAT
10960,"City of Lewisburg - (TN)",47000,Tennessee,331687,57,18642,"Tennessee Valley Authority",TVA
10962,"Lewis County Rural E C A",29000,Missouri,110164,1,924,"Associated Electric Cooperative, Inc.",AECI
10966,"City of Lexington - (NC)",37000,North Carolina,375608,12,5416,"Duke Energy Carolinas",DUK
10967,"City of Lexington - (NE)",31000,Nebraska,217104,51,59504,"Southwest Power Pool",SWPP
10968,"City of Lexington - (TN)",47000,Tennessee,414331,57,18642,"Tennessee Valley Authority",TVA
10982,"City of Liberty - (TX)",48000,Texas,170447,28,56669,"Midcontinent Independent System Operator",MISO
11011,"Licking Valley Rural E C C",21000,Kentucky,234176,39,14725,"PJM Interconnection, LLC",PJM
11014,"Lighthouse Electric Coop, Inc",48000,Texas,192259,14,5723,"Electric Reliability Council of Texas",ERCO
11018,"Lincoln Electric System",31000,Nebraska,3194682,51,59504,"Southwest Power Pool",SWPP
11019,"Little River Electric Coop Inc",45000,South Carolina,179682,12,5416,"Duke Energy Carolinas",DUK
11022,"Lincoln Electric Coop, Inc",30000,Montana,120587,6,1738,"Bonneville Power Administration - Transmission",BPAT
11053,"Linn County REC",19000,Iowa,446389,28,56669,"Midcontinent Independent System Operator",MISO
11064,"Litchfield Public Utilities",27000,Minnesota,121544,28,56669,"Midcontinent Independent System Operator",MISO
11085,"Town of Littleton - (MA)",25000,Massachusetts,273012,24,13434,"ISO New England Inc.",ISNE
11118,"Lockhart Power Co",45000,South Carolina,193491,12,5416,"Duke Energy Carolinas",DUK
11119,"City of Lockhart - (TX)",48000,Texas,103836,14,5723,"Electric Reliability Council of Texas",ERCO
11124,"City of Lodi - (CA)",6000,California,429079,9,2775,"California Independent System Operator",CISO
11125,"City of Lodi - (WI)",55000,Wisconsin,27759,28,56669,"Midcontinent Independent System Operator",MISO
11135,"City of Logan - (UT)",49000,Utah,413445,36,14379,"PacifiCorp - East",PACE
11142,"City of Logansport - (IN)",18000,Indiana,414490,28,56669,"Midcontinent Independent System Operator",MISO
11148,"City of Lompoc - (CA)",6000,California,132573,9,2775,"California Independent System Operator",CISO
11171,"Long Island Power Authority",36000,New York,17225147,34,13501,"New York Independent System Operator",NYIS
11171,"Long Island Power Authority",36000,New York,1822066,34,13501,"New York Independent System Operator",NYIS
11187,"City of Longmont",8000,Colorado,784188,41,15466,"Public Service Co. of Colorado",PSCO
11200,"Lorain-Medina R E C, Inc",39000,Ohio,309539,39,14725,"PJM Interconnection, LLC",PJM
11203,"Logan County Coop Power & Light",39000,Ohio,169069,39,14725,"PJM Interconnection, LLC",PJM
11204,"Los Alamos County",35000,New Mexico,582062,40,15473,"Public Service Co. of New Mexico",PNM
11208,"Los Angeles Department of Water & Power",6000,California,22678466,26,11208,"Los Angeles Department of Water and Power",LDWP
11222,"Loudon Utilities Board",47000,Tennessee,609482,57,18642,"Tennessee Valley Authority",TVA
11241,"Entergy Louisiana LLC",22000,Louisiana,55243264,28,56669,"Midcontinent Independent System Operator",MISO
11247,"Louisville Electric System",28000,Mississippi,119949,57,18642,"Tennessee Valley Authority",TVA
11249,"Louisville Gas & Electric Co",21000,Kentucky,11526591,27,11249,"Louisville Gas & Electric and Kentucky Utilities",LGEE
11250,"Loup Valleys Rural P P D",31000,Nebraska,129051,51,59504,"Southwest Power Pool",SWPP
11251,"Loup River Public Power Dist",31000,Nebraska,1112501,51,59504,"Southwest Power Pool",SWPP
11256,"City of Loveland - (CO)",8000,Colorado,697579,41,15466,"Public Service Co. of Colorado",PSCO
11272,"Lower Yellowstone R E A, Inc",30000,Montana,198775,60,19610,"Western Area Power Administration - UGP West",WAUW
11272,"Lower Yellowstone R E A, Inc",38000,North Dakota,62198,51,59504,"Southwest Power Pool",SWPP
11273,"Lower Valley Energy Inc",16000,Idaho,62518,6,1738,"Bonneville Power Administration - Transmission",BPAT
11273,"Lower Valley Energy Inc",56000,Wyoming,709695,6,1738,"Bonneville Power Administration - Transmission",BPAT
11291,"Lumbee River Elec Member Corp",37000,North Carolina,1249976,10,3046,"Duke Energy Progress East",CPLE
11292,"City of Lubbock - (TX)",48000,Texas,2503027,51,59504,"Southwest Power Pool",SWPP
11298,"Lyon Rural Electric Coop",19000,Iowa,107234,51,59504,"Southwest Power Pool",SWPP
11305,"Village of Ludlow - (VT)",50000,Vermont,46999,24,13434,"ISO New England Inc.",ISNE
11318,"City of Lumberton - (NC)",37000,North Carolina,239383,10,3046,"Duke Energy Progress East",CPLE
11332,"City of Luverne - (MN)",27000,Minnesota,83335,51,59504,"Southwest Power Pool",SWPP
11334,"Lyon-Coffey Electric Coop, Inc",20000,Kansas,92716,51,59504,"Southwest Power Pool",SWPP
11345,"Lyon-Lincoln Electric Coop Inc",27000,Minnesota,91766,51,59504,"Southwest Power Pool",SWPP
11355,"Lynches River Elec Coop, Inc",45000,South Carolina,400651,43,17543,"South Carolina Public Service Authority",SC
11359,"Village of Lyndonville - (VT)",50000,Vermont,57571,24,13434,"ISO New England Inc.",ISNE
11364,"Lyntegar Electric Coop, Inc",48000,Texas,664562,51,59504,"Southwest Power Pool",SWPP
11458,"City of Macon - (MS)",28000,Mississippi,24542,57,18642,"Tennessee Valley Authority",TVA
11460,"City of Macon - (MO)",29000,Missouri,78915,1,924,"Associated Electric Cooperative, Inc.",AECI
11463,"Macon Electric Coop",29000,Missouri,231393,1,924,"Associated Electric Cooperative, Inc.",AECI
11475,"City of Madison - (SD)",46000,South Dakota,97231,28,56669,"Midcontinent Independent System Operator",MISO
11476,"Borough of Madison - (NJ)",34000,New Jersey,121053,39,14725,"PJM Interconnection, LLC",PJM
11477,"Town of Madison - (ME)",23000,Maine,24812,24,13434,"ISO New England Inc.",ISNE
11477,"Town of Madison - (ME)",23000,Maine,71793,24,13434,"ISO New England Inc.",ISNE
11479,"Madison Gas & Electric Co",55000,Wisconsin,3240863,28,56669,"Midcontinent Independent System Operator",MISO
11481,"City of Madison - (NE)",31000,Nebraska,62374,51,59504,"Southwest Power Pool",SWPP
11488,"Madisonville Municipal Utils",21000,Kentucky,272267,27,11249,"Louisville Gas & Electric and Kentucky Utilities",LGEE
11501,"Magic Valley Electric Coop Inc",48000,Texas,2305654,14,5723,"Electric Reliability Council of Texas",ERCO
11519,"Magnolia Electric Power Assn",28000,Mississippi,606272,28,56669,"Midcontinent Independent System Operator",MISO
11560,"City of Manassas - (VA)",51000,Virginia,405621,39,14725,"PJM Interconnection, LLC",PJM
11566,"City of Mangum - (OK)",40000,Oklahoma,22638,51,59504,"Southwest Power Pool",SWPP
11568,"Town of Manilla - (IA)",19000,Iowa,6866,28,56669,"Midcontinent Independent System Operator",MISO
11571,"Manitowoc Public Utilities",55000,Wisconsin,524707,28,56669,"Midcontinent Independent System Operator",MISO
11581,"City of Manning",19000,Iowa,36338,51,59504,"Southwest Power Pool",SWPP
11586,"Town of Mansfield - (MA)",25000,Massachusetts,201282,24,13434,"ISO New England Inc.",ISNE
11589,"Harney Electric Coop, Inc",32000,Nevada,104183,6,1738,"Bonneville Power Administration - Transmission",BPAT
11589,"Harney Electric Coop, Inc",41000,Oregon,94529,6,1738,"Bonneville Power Administration - Transmission",BPAT
11611,"City of Maquoketa - (IA)",19000,Iowa,68937,28,56669,"Midcontinent Independent System Operator",MISO
11624,"City of Marblehead - (MA)",25000,Massachusetts,106718,24,13434,"ISO New England Inc.",ISNE
11643,"Marias River Electric Coop Inc",30000,Montana,81648,33,12825,"NorthWestern Energy - Montana",NWMT
11646,"City of Marietta - (GA)",13000,Georgia,994682,48,18195,"Southern Company Services, Inc. - Transmission",SOCO
11693,"Marlboro Electric Coop, Inc",45000,South Carolina,937537,43,17543,"South Carolina Public Service Authority",SC
11701,"City of Marquette - (MI)",26000,Michigan,283285,28,56669,"Midcontinent Independent System Operator",MISO
11713,"City of Marshall - (MI)",26000,Michigan,105610,28,56669,"Midcontinent Independent System Operator",MISO
11714,"Marshall-De Kalb Electric Coop",1000,Alabama,403964,57,18642,"Tennessee Valley Authority",TVA
11731,"City of Marshall - (MN)",27000,Minnesota,570044,28,56669,"Midcontinent Independent System Operator",MISO
11732,"City of Marshall - (MO)",29000,Missouri,168143,51,59504,"Southwest Power Pool",SWPP
11740,"City of Marshfield - (WI)",55000,Wisconsin,364930,28,56669,"Midcontinent Independent System Operator",MISO
11767,"Marshall County Rural E M C",18000,Indiana,93811,28,56669,"Midcontinent Independent System Operator",MISO
11770,"City of Martinsville - (VA)",51000,Virginia,152871,39,14725,"PJM Interconnection, LLC",PJM
11788,"Consumers Energy",19000,Iowa,132559,28,56669,"Midcontinent Independent System Operator",MISO
11789,"Maryville Utilities",47000,Tennessee,762371,57,18642,"Tennessee Valley Authority",TVA
11804,"Massachusetts Electric Co",25000,Massachusetts,6423818,24,13434,"ISO New England Inc.",ISNE
11804,"Massachusetts Electric Co",25000,Massachusetts,13480170,24,13434,"ISO New England Inc.",ISNE
11811,"Town of Massena - (NY)",36000,New York,190480,34,13501,"New York Independent System Operator",NYIS
11824,"Matanuska Electric Assn Inc",2000,Alaska,751416,29,-9999,"Missing",NA
11843,"Maui Electric Co Ltd",15000,Hawaii,1094786,29,-9999,"Missing",NA
11871,"City of Mayfield Plant Board",21000,Kentucky,137869,57,18642,"Tennessee Valley Authority",TVA
11910,"McLeod Cooperative Power Assn",27000,Minnesota,161025,28,56669,"Midcontinent Independent System Operator",MISO
11989,"McCone Electric Coop Inc",30000,Montana,74239,60,19610,"Western Area Power Administration - UGP West",WAUW
12087,"McKenzie Electric Coop Inc",30000,Montana,646,51,59504,"Southwest Power Pool",SWPP
12087,"McKenzie Electric Coop Inc",38000,North Dakota,3197820,51,59504,"Southwest Power Pool",SWPP
12090,"McLean Electric Coop, Inc",38000,North Dakota,128662,28,56669,"Midcontinent Independent System Operator",MISO
12186,"McMinnville Electric System",47000,Tennessee,191330,57,18642,"Tennessee Valley Authority",TVA
12187,"City of McMinnville - (OR)",41000,Oregon,710822,6,1738,"Bonneville Power Administration - Transmission",BPAT
12199,"Montana-Dakota Utilities Co",30000,Montana,809360,51,59504,"Southwest Power Pool",SWPP
12199,"Montana-Dakota Utilities Co",38000,North Dakota,2073146,28,56669,"Midcontinent Independent System Operator",MISO
12199,"Montana-Dakota Utilities Co",46000,South Dakota,145591,28,56669,"Midcontinent Independent System Operator",MISO
12199,"Montana-Dakota Utilities Co",56000,Wyoming,278373,58,28503,"Western Area Power Administration - Rocky Mountain Region",WACM
12208,"City of McPherson - (KS)",20000,Kansas,969480,51,59504,"Southwest Power Pool",SWPP
12227,"Meeker Coop Light & Power Assn",27000,Minnesota,176016,28,56669,"Midcontinent Independent System Operator",MISO
12243,"Meade County Rural E C C",21000,Kentucky,423849,28,56669,"Midcontinent Independent System Operator",MISO
12260,"Mecklenburg Electric Cooperative",37000,North Carolina,1646,39,14725,"PJM Interconnection, LLC",PJM
12260,"Mecklenburg Electric Cooperative",51000,Virginia,595807,39,14725,"PJM Interconnection, LLC",PJM
12265,"City of Medford - (WI)",55000,Wisconsin,123151,28,56669,"Midcontinent Independent System Operator",MISO
12268,"Medina Electric Coop, Inc",48000,Texas,1179543,14,5723,"Electric Reliability Council of Texas",ERCO
12286,"Melrose Public Utilities",27000,Minnesota,112387,28,56669,"Midcontinent Independent System Operator",MISO
12293,"City of Memphis - (TN)",47000,Tennessee,13308180,57,18642,"Tennessee Valley Authority",TVA
12298,"City of Menasha - (WI)",55000,Wisconsin,537118,28,56669,"Midcontinent Independent System Operator",MISO
12301,"Nodak Electric Coop Inc",38000,North Dakota,1115064,28,56669,"Midcontinent Independent System Operator",MISO
12312,"Merced Irrigation District",6000,California,507963,9,2775,"California Independent System Operator",CISO
12330,"Meriwether Lewis Electric Coop",47000,Tennessee,1158831,57,18642,"Tennessee Valley Authority",TVA
12341,"MidAmerican Energy Co",19000,Iowa,22365098,28,56669,"Midcontinent Independent System Operator",MISO
12341,"MidAmerican Energy Co",17000,Illinois,1891042,28,56669,"Midcontinent Independent System Operator",MISO
12341,"MidAmerican Energy Co",46000,South Dakota,235790,28,56669,"Midcontinent Independent System Operator",MISO
12341,"MidAmerican Energy Co",17000,Illinois,70049,28,56669,"Midcontinent Independent System Operator",MISO
12351,"City of Mesa - (AZ)",4000,Arizona,323885,59,25471,"Western Area Power Administration - Desert Southwest Region",WALC
12377,"Midwest Energy Cooperative",18000,Indiana,4138,39,14725,"PJM Interconnection, LLC",PJM
12377,"Midwest Energy Cooperative",26000,Michigan,597810,39,14725,"PJM Interconnection, LLC",PJM
12377,"Midwest Energy Cooperative",39000,Ohio,16132,39,14725,"PJM Interconnection, LLC",PJM
12390,"Metropolitan Edison Co",42000,Pennsylvania,4280365,39,14725,"PJM Interconnection, LLC",PJM
12390,"Metropolitan Edison Co",42000,Pennsylvania,9496228,39,14725,"PJM Interconnection, LLC",PJM
12395,"Menard Electric Coop",17000,Illinois,205228,28,56669,"Midcontinent Independent System Operator",MISO
12406,"Miami-Cass County Rural E M C",18000,Indiana,125066,28,56669,"Midcontinent Independent System Operator",MISO
12408,"City of Miami - (OK)",40000,Oklahoma,171581,51,59504,"Southwest Power Pool",SWPP
12439,"Midstate Electric Coop, Inc",41000,Oregon,418801,6,1738,"Bonneville Power Administration - Transmission",BPAT
12450,"Midland Power Coop",19000,Iowa,460658,28,56669,"Midcontinent Independent System Operator",MISO
12452,"Mid-South Electric Coop Assn",48000,Texas,680985,14,5723,"Electric Reliability Council of Texas",ERCO
12462,"Mid-Carolina Electric Coop Inc",45000,South Carolina,982226,43,17543,"South Carolina Public Service Authority",SC
12463,"Mid-Yellowstone Elec Coop, Inc",30000,Montana,29680,60,19610,"Western Area Power Administration - UGP West",WAUW
12470,"Middle Tennessee E M C",47000,Tennessee,5759065,57,18642,"Tennessee Valley Authority",TVA
12472,"Middle Georgia El Member Corp",13000,Georgia,134403,48,18195,"Southern Company Services, Inc. - Transmission",SOCO
12473,"Town of Middleborough - (MA)",25000,Massachusetts,266601,24,13434,"ISO New England Inc.",ISNE
12477,"Town of Middleton",25000,Massachusetts,94578,24,13434,"ISO New England Inc.",ISNE
12478,"Town of Middletown - (DE)",10000,Delaware,219786,39,14725,"PJM Interconnection, LLC",PJM
12515,"Midwest Electric, Inc",39000,Ohio,250619,39,14725,"PJM Interconnection, LLC",PJM
12524,"Midwest Energy Inc",20000,Kansas,1467395,51,59504,"Southwest Power Pool",SWPP
12532,"City of Milan",47000,Tennessee,182824,57,18642,"Tennessee Valley Authority",TVA
12539,"Midwest Electric Member Corp",31000,Nebraska,235924,58,28503,"Western Area Power Administration - Rocky Mountain Region",WACM
12540,"City of Milford - (DE)",10000,Delaware,211035,39,14725,"PJM Interconnection, LLC",PJM
12541,"City of Milford - (IA)",19000,Iowa,29766,51,59504,"Southwest Power Pool",SWPP
12546,"Mille Lacs Energy Cooperative",27000,Minnesota,193466,28,56669,"Midcontinent Independent System Operator",MISO
12580,"City of Miller - (SD)",46000,South Dakota,21549,51,59504,"Southwest Power Pool",SWPP
12615,"City of Milton-Freewater- (OR)",41000,Oregon,106798,6,1738,"Bonneville Power Administration - Transmission",BPAT
12625,"City of Minden - (LA)",22000,Louisiana,127825,28,56669,"Midcontinent Independent System Operator",MISO
12626,"City of Minden - (NE)",31000,Nebraska,28070,51,59504,"Southwest Power Pool",SWPP
12642,"Maquoketa Valley Rrl Elec Coop",19000,Iowa,278811,28,56669,"Midcontinent Independent System Operator",MISO
12647,"ALLETE, Inc.",27000,Minnesota,8997352,28,56669,"Midcontinent Independent System Operator",MISO
12651,"Minnesota Valley Electric Coop",27000,Minnesota,828959,28,56669,"Midcontinent Independent System Operator",MISO
12660,"Village of Minster - (OH)",39000,Ohio,122739,39,14725,"PJM Interconnection, LLC",PJM
12674,"City of Mishawaka",18000,Indiana,561314,39,14725,"PJM Interconnection, LLC",PJM
12681,"Mississippi County Electric Coop",5000,Arkansas,3093971,28,56669,"Midcontinent Independent System Operator",MISO
